#{"t_start": 1744024443.9265559, "env_id": "None"}
r,l,t
-8.249946,2,14.490616
-4.475387,10,65.753764
-5.318061,7,98.859105
-0.5887,1,103.958717
-12.097229,1,112.55846
1.822327,14,187.880061
30.4642,48,442.535349
28.719087,7,479.872158
-8.252958,2,489.356391
0.556984,12,553.063328
-10.158434,35,742.923846
1.80391,7,780.037298
-15.928477,1,785.11649
-5.413792,4,811.76533
-1.89363,13,878.210411
-10.779177,1,886.771829
33.054835,24,1015.837603
3.246297,13,1090.244874
-23.896475,1,1098.822435
-0.859639,12,1159.134855
-27.950088,1,1167.734159
36.241314,70,1564.689273
-0.548099,6,1601.747334
-15.894217,1,1613.846011
-9.979404,2,1623.824642
-3.135297,28,1760.83423
-4.748568,7,1797.432022
-1.730409,15,1884.579034
-1.185019,11,1947.266659
-7.148093,8,1989.309186
26.825397,6,2021.904953
-8.114338,5,2050.009255
-19.25154,1,2058.589317
-2.592544,54,2342.873397
-1.851424,11,2398.631197
-6.096781,4,2421.104421
-4.101517,17,2511.01712
-1.294989,24,2663.369504
-4.635546,6,2692.456463
-25.617937,1,2701.028738
2.809641,8,2738.184545
-10.085572,1,2746.783065
41.455112,13,2812.833343
48.133286,19,2906.012565
-0.129011,19,3010.852246
42.324559,20,3108.778672
-0.021117,14,3181.909419
1.941484,37,3385.993387
2.598657,10,3433.138965
-6.224373,22,3548.790719
-4.126264,1,3553.88205
-4.202476,57,3841.375019
7.925387,13,3914.213552
-20.537505,8,3951.838322
-27.151921,1,3960.437935
-0.557681,12,4020.696032
8.793198,20,4122.075922
-27.130653,1,4130.675806
-7.527678,5,4159.186685
-27.093501,1,4167.753562
-10.185323,5,4198.777262
-7.379402,21,4312.169613
43.029589,14,4394.000305
-1.060736,11,4449.625632
6.201906,16,4528.413566
-0.859766,17,4612.958088
-2.45254,24,4737.947501
1.494352,13,4811.213514
-0.973369,60,5123.148121
18.966365,27,5277.151528
25.005208,67,5631.312023
-5.430672,7,5671.940775
-7.732443,2,5681.369971
-7.591274,1,5689.977477
-3.190107,14,5759.064859
0.352524,9,5805.763506
-5.897937,7,5843.913892
-7.774219,3,5862.414191
-1.821325,12,5923.954722
-4.252692,3,5945.046686
-5.539796,7,5977.766161
-0.302591,17,6064.365643
-27.551069,1,6072.94528
-7.89671,2,6082.414155
39.732394,23,6198.044527
51.604551,30,6362.008594
-7.793114,6,6402.599138
39.805398,12,6465.196909
-1.621933,10,6534.956867
-16.842688,16,6622.702055
-6.66189,3,6637.868367
-11.272648,2,6651.389629
-2.66646,42,6866.303875
-14.109962,1,6874.902747
-8.943179,40,7072.187391
-5.80027,22,7190.721792
-11.668972,9,7245.251556
42.939529,12,7306.46175
-5.448959,4,7329.485817
-3.138011,7,7371.165217
-8.226695,1,7376.245277
40.608697,17,7475.289118
35.952635,79,7898.848946
-0.037248,21,8024.141282
26.780911,6,8053.229444
-2.958074,10,8107.661894
-6.114308,1,8112.757467
-4.955387,10,8163.58227
8.507755,14,8230.689596
-3.613979,14,8297.78457
1.410854,12,8368.634241
-7.863629,1,8373.709656
-26.688881,1,8382.289192
-7.81783,4,8405.928269
26.843806,6,8434.579571
-6.524735,6,8470.758499
0.375641,11,8531.14387
-5.53465,13,8600.340827
-9.964086,11,8651.725914
-9.975404,15,8730.521329
-7.266376,13,8799.579242
42.260028,13,8866.099278
-7.984998,4,8885.147664
-13.912434,7,8922.23915
20.437322,20,9032.431253
-7.396236,5,9056.427975
0.467176,7,9093.992492
1.254116,32,9275.471088
-2.99775,7,9308.911197
-15.252128,1,9313.998534
-4.200114,14,9380.417578
39.18292,30,9536.13215
1.169934,15,9607.847896
-0.486847,3,9625.795185
-16.90508,17,9712.521419
42.079905,4,9731.496608
-5.129805,39,9928.934584
1.722101,7,9963.234449
-23.022187,20,10077.506078
-23.477604,1,10086.049403
39.704736,40,10301.568801
-6.511641,3,10316.018326
-7.939729,5,10347.70237
29.333738,25,10484.425707
-7.215994,5,10508.942019
-2.197871,8,10554.101561
-4.663379,4,10580.720592
-7.864914,2,10590.196889
-7.368856,3,10604.190766
-14.81953,1,10612.790284
-7.849633,35,10804.837894
-8.817851,3,10822.768538
-27.809644,1,10831.381025
27.879386,11,10883.126158
-7.343704,3,10897.55169
-15.076854,1,10906.130811
-4.813835,39,11109.787008
-7.261375,3,11123.870978
-8.173257,5,11148.030289
3.840149,24,11272.485956
-6.546487,3,11286.559798
-5.413078,9,11333.157942
29.474747,10,11387.947479
2.817847,8,11433.533803
-4.619407,40,11635.802578
-5.494411,9,11685.787122
-2.801885,7,11727.021502
-7.537011,1,11732.101378
-18.412698,6,11760.263039
-9.013031,8,11801.842304
-2.115985,25,11931.891168
-8.302642,20,12040.625926
-6.21568,9,12088.328522
-2.917053,6,12116.002306
-27.17878,1,12124.602007
4.752604,16,12203.042513
-5.729551,4,12222.091237
-5.175769,21,12341.555937
28.75586,14,12419.798016
28.030729,53,12697.692447
-6.040182,4,12717.700045
0.428752,10,12768.969314
-0.678219,7,12806.102261
-6.37112,1,12814.706833
26.773582,7,12851.725198
-7.872826,10,12899.781915
-27.178627,1,12908.36034
6.513762,24,13038.160909
-9.578043,3,13060.242014
1.915822,13,13130.955684
-22.520042,4,13150.494735
-5.512351,4,13169.493605
-9.252641,5,13204.620889
-14.520456,9,13247.195354
-2.733022,8,13289.957376
-0.772217,11,13350.361986
43.014348,10,13416.550388
-7.925968,2,13425.99989
-5.843593,17,13517.753827
0.333618,1,13522.830199
-0.731765,9,13580.437737
-25.617628,1,13589.033645
-5.41738,18,13680.322083
-7.690625,1,13688.908943
-15.10018,6,13717.518852
38.594097,8,13759.188842
-6.00386,7,13792.371278
-19.097302,45,14021.705736
-7.420247,4,14044.288494
-0.740894,21,14167.769177
-21.054286,1,14176.348445
-7.079174,3,14190.9009
-1.537083,15,14269.991926
55.029234,51,14545.391288
1.876509,9,14600.058613
-1.265377,13,14675.927715
-10.130771,3,14694.051145
0.915532,9,14741.374905
-6.051461,4,14764.497694
-3.126949,7,14800.609642
28.474708,51,15062.764502
-8.513609,2,15076.430853
-26.071841,1,15084.993094
40.046853,52,15352.957462
2.404926,14,15423.155081
39.419866,11,15482.867228
-9.547435,16,15569.616783
-9.103961,3,15587.121797
1.071661,14,15660.186323
-11.891417,3,15678.123208
-27.822777,1,15686.701761
-3.610875,8,15724.739772
-9.27637,100,16263.205614
-1.014494,16,16354.368834
