#{"t_start": 1744024443.937779, "env_id": "None"}
r,l,t
1.77669,7,38.539384
-6.338816,21,149.666684
-4.8271,7,187.878306
-26.881018,1,199.966623
-4.159861,7,236.605199
-26.594251,1,245.183941
29.194225,52,511.446726
-2.257551,28,658.545666
-5.839754,6,686.187746
2.158091,14,766.467544
-16.541123,1,775.045735
2.645566,8,821.197821
-2.902331,6,854.198765
-11.34486,35,1047.533216
-8.599318,7,1085.239552
43.056987,10,1135.976825
-4.372035,37,1349.626177
30.502167,13,1418.946534
-2.866251,6,1451.636854
-11.310732,3,1466.085404
0.815027,1,1478.076739
-12.346581,2,1488.077642
-4.527871,9,1545.660542
-5.029742,6,1574.698932
-6.278011,3,1596.76788
-27.178212,1,1605.32702
-1.10382,30,1755.839244
-22.549069,1,1764.417436
-5.560308,7,1797.41311
-14.017962,3,1819.427318
4.949545,18,1916.628993
0.445113,17,2008.912576
-4.872502,7,2049.992424
-20.789352,1,2058.592336
40.684206,9,2105.612611
2.065442,14,2187.774611
-0.237756,15,2258.467019
-11.679508,1,2263.547352
28.874523,48,2516.025084
-1.902559,64,2873.272188
-7.031793,10,2927.634899
-26.507766,1,2936.223962
26.852652,6,2964.734225
-9.376657,12,3029.436703
0.758646,13,3089.818328
-3.964706,9,3136.531291
-10.497118,1,3145.110982
-6.80884,41,3366.979109
-4.739012,5,3390.98808
-6.596821,20,3492.493434
-24.309624,1,3501.087566
-6.45949,6,3529.683953
-5.768948,6,3562.361502
-12.861303,21,3667.08255
0.168079,8,3704.226613
42.885267,10,3758.018329
40.877129,11,3809.713173
-3.154063,10,3868.439765
-2.664629,1,3873.509835
-4.621815,7,3905.685092
-6.414161,44,4139.15818
-6.423436,5,4164.155582
-5.019472,11,4226.393535
-4.183552,1,4231.43002
-11.939591,3,4249.465355
1.574207,19,4361.304492
-7.042783,3,4375.418476
43.451411,11,4435.091705
42.904289,23,4547.828484
3.112548,20,4649.453374
26.492421,40,4866.730561
-6.044508,4,4885.315711
0.186317,15,4958.69343
-21.047377,1,4967.267798
-7.723948,3,4981.830669
42.839176,10,5040.127502
0.202596,8,5081.892509
38.024622,11,5136.266152
0.388727,34,5326.881807
-8.280483,3,5344.480069
38.917146,12,5400.282006
-4.877169,6,5432.313289
-6.619054,13,5498.063148
36.379511,54,5787.608421
-0.55278,6,5820.2915
9.697125,28,5972.770032
42.103908,33,6142.961646
-7.981942,7,6179.530762
-3.305692,6,6208.047006
-23.817441,1,6213.112817
2.46085,16,6298.919987
-7.264945,4,6317.464672
27.827543,8,6367.00508
-7.461299,7,6412.553908
-0.708001,10,6465.189097
-21.097739,1,6477.176476
-7.084342,5,6512.295353
-19.991483,1,6520.874869
-6.906097,6,6549.502933
-8.500684,2,6563.014078
0.978006,12,6627.758186
-1.235651,1,6632.83847
-9.54232,7,6670.878495
-13.255991,20,6781.390792
-1.664469,7,6814.535019
0.462043,1,6819.614805
-1.40629,1,6824.694704
30.538626,36,7003.050901
-11.382595,4,7021.581954
39.959929,14,7095.706511
-8.812682,22,7221.275855
-7.214793,3,7235.279079
-3.297838,7,7269.340774
-2.887192,4,7291.907156
0.651943,32,7475.314524
-12.142548,1,7483.862147
-10.022447,6,7515.910427
-11.434791,2,7525.362726
-6.306236,3,7539.848063
-26.389758,1,7548.45421
-10.11345,3,7565.938607
-7.469232,3,7584.441393
-7.116688,13,7645.975587
-27.15995,1,7654.591324
39.929883,33,7830.911681
-6.000806,40,8056.720623
2.446009,19,8149.898469
-5.065436,9,8197.559232
-11.429994,5,8221.134298
-6.676413,8,8259.638784
-2.030122,25,8400.849021
-8.057522,12,8462.255131
-6.80864,19,8571.302018
-1.127456,27,8703.361747
-7.663797,14,8780.121656
-17.163694,8,8822.607796
-6.879149,5,8846.642749
-10.052911,7,8880.14555
