#{"t_start": 1744024443.8987958, "env_id": "None"}
r,l,t
-5.779415,8,43.662036
-15.069757,21,154.703254
-7.059611,5,182.89814
-27.670863,1,191.496307
-7.629102,3,209.555719
-8.295374,5,236.661289
8.276781,31,395.810684
-6.747596,5,423.501359
-6.698973,4,442.563934
29.254926,20,544.623077
-7.735271,15,626.920396
2.686392,15,704.133956
-20.389295,1,716.233603
-7.809814,5,739.35818
-3.808071,7,780.084281
-4.863931,1,788.649997
-5.016571,7,826.243255
3.408136,15,909.849479
0.180868,18,1002.281064
-15.108029,1,1010.860233
-8.485299,2,1020.888277
-24.930131,1,1029.422726
-11.263112,4,1052.594483
-7.895529,9,1103.858323
-19.276715,16,1190.833405
-1.774604,5,1221.908705
-7.706657,67,1605.279598
-7.725768,2,1618.86884
-3.014925,6,1648.362256
29.778413,28,1787.988723
-6.350647,3,1802.473768
1.549744,9,1852.547939
-8.646797,4,1876.113681
-0.878224,17,1974.777132
-7.224299,3,1989.340598
-3.36749,1,1994.419798
-0.589888,29,2152.649371
-12.707616,1,2164.753534
1.167819,23,2281.614719
-3.074325,18,2374.644059
-7.417184,4,2393.665308
-6.50296,4,2416.122793
1.788838,7,2450.219006
-28.357986,1,2458.796155
1.804816,7,2492.933208
-22.03465,1,2501.491427
-1.170099,10,2560.55404
-4.679028,1,2572.559987
-3.037122,7,2610.158634
-17.922799,1,2618.737411
-2.697823,9,2672.932287
-0.54533,14,2743.232087
-7.293283,5,2770.854493
-10.094241,6,2802.899122
31.555867,13,2868.350733
-0.30829,23,2988.282469
-27.372393,1,2996.881986
-8.361593,3,3010.891921
23.513483,78,3419.16075
-5.629796,5,3442.755579
-24.582679,1,3451.347985
-3.173487,89,3909.230766
0.343934,10,3956.874939
-2.847051,12,4020.706372
-13.593416,1,4029.305441
-7.570308,7,4065.52131
5.24772,17,4154.20643
38.186385,33,4346.750517
-3.591173,12,4408.075307
-15.668135,12,4472.163332
-6.523251,5,4495.278773
-5.742868,62,4819.852419
-7.916992,4,4838.765013
41.730287,11,4894.846385
2.123891,21,5004.436159
0.658662,11,5067.841266
-2.619481,40,5282.167197
-0.606694,13,5354.075275
38.588777,49,5612.346655
43.065405,40,5820.330945
-0.570167,6,5857.454232
3.968159,2,5867.43725
-25.884208,1,5876.024472
28.822213,9,5918.994312
35.432633,48,6170.122419
-3.242471,8,6208.069841
-3.09421,24,6332.042434
-3.561649,6,6372.057262
-25.669748,1,6380.623451
-6.840919,9,6436.241609
8.649243,5,6460.253329
-5.291718,1,6465.326932
-4.77002,6,6512.283463
-15.245979,1,6520.860967
-1.59727,17,6613.257226
51.558533,36,6805.03324
-1.491301,33,6969.664704
-5.886961,3,6984.144062
-5.637431,19,7077.226803
-0.766656,2,7090.710509
-12.803916,1,7099.290303
0.627675,9,7141.445838
-7.024961,5,7164.583852
-1.954375,1,7169.684671
41.741544,12,7245.279278
1.620082,8,7286.932066
1.638703,9,7334.494751
-4.240932,1,7339.603445
-27.474744,1,7348.182889
-1.708389,6,7381.266445
-14.962905,1,7393.289374
-7.71053,4,7415.318576
-9.766305,1,7423.917478
-3.477933,13,7493.529864
-2.648987,8,7534.894331
40.348735,11,7598.487322
-5.12274,8,7636.546116
-9.742492,31,7803.26517
1.690567,19,7903.878703
-8.087179,4,7926.538457
-18.579806,1,7935.137699
-5.435996,4,7957.600939
-8.073314,2,7967.044404
-24.0709,1,7975.644001
-3.414874,8,8024.172248
-8.507196,24,8144.936524
0.99929,1,8150.016721
-25.653963,1,8158.59587
-7.63781,3,8173.600261
-2.934465,4,8192.622621
-2.053744,9,8235.688707
-6.244271,3,8250.229562
36.873642,24,8378.721087
-0.540238,7,8419.937645
-5.027252,10,8475.800436
2.69802,22,8595.360118
-0.158327,10,8642.222287
-0.233058,17,8730.548253
-14.330537,19,8832.609905
-0.254064,14,8899.748346
-6.81641,1,8908.200128
-7.707341,5,8932.284914
-10.41243,1,8940.88435
-3.537815,38,9140.196605
-24.959874,1,9148.795374
1.685528,15,9230.958749
-20.998687,1,9239.557635
-7.696749,5,9267.034657
30.476147,16,9346.66011
0.497265,15,9421.580288
-21.753456,1,9430.179408
-6.753173,8,9471.949557
-7.638517,3,9489.614207
29.304685,9,9531.164435
28.510164,77,9918.817558
-8.399595,2,9928.984888
-2.347904,1,9934.047045
-11.100822,13,10004.540775
-4.229478,6,10037.005971
-8.470931,2,10046.993546
-25.988521,1,10058.969967
-8.930256,4,10077.498535
13.047336,15,10156.847921
1.005762,12,10228.555333
-3.703626,5,10259.973708
-7.190921,3,10273.963819
-0.887768,9,10316.053385
17.289613,24,10456.27611
-2.578527,42,10677.964569
0.405982,7,10711.068857
-5.063072,4,10730.054735
-5.073795,4,10749.14635
-3.192857,54,11054.102459
40.787854,9,11096.734001
-1.911466,9,11143.00397
1.028004,20,11241.900646
-23.584305,1,11250.499775
7.367093,18,11346.73897
-6.879465,2,11356.319959
-15.371875,13,11428.57438
-7.470885,15,11498.940234
-0.737819,13,11563.883944
-26.181275,1,11575.857501
-8.714066,23,11698.936911
-6.322748,13,11768.779809
-6.107166,8,11806.84194
-22.271962,1,11815.450636
-1.288698,17,11903.837501
-11.587908,2,11913.330761
27.993618,33,12088.347661
-1.753122,23,12203.067195
-0.214791,8,12249.187567
-9.040065,5,12280.866025
43.771305,13,12346.549356
1.947079,22,12474.529009
-8.29161,11,12529.654325
4.106438,36,12712.726397
-11.962681,1,12717.8065
-23.657164,1,12726.406197
-7.640943,3,12740.395175
0.471726,7,12774.017827
-5.185497,9,12828.332782
-1.445658,16,12904.870189
38.479031,8,12951.442794
-3.734101,6,12983.560118
-11.173209,7,13020.166844
-8.367346,11,13091.776534
-8.297531,3,13106.824816
-6.480135,4,13125.956264
-5.882417,3,13140.497821
-5.659554,8,13183.091307
-26.06521,1,13191.669986
-2.891716,4,13214.096572
-7.730733,3,13228.616048
0.542984,8,13266.227946
-3.023716,5,13295.063159
-5.232166,41,13534.784363
-2.174896,8,13580.466056
-1.82627,4,13607.564761
-0.494453,4,13627.224337
3.775788,10,13675.364866
-27.233154,1,13683.944492
-8.826965,7,13717.548497
3.622232,21,13825.055203
0.341977,7,13858.523372
-10.117438,20,13962.00683
-4.513844,25,14094.55834
-2.769165,7,14132.212985
-20.674607,1,14144.310224
1.17375,15,14227.451264
-17.033166,4,14249.923203
-1.896956,21,14360.836288
-17.877931,8,14410.073789
-9.041566,3,14428.572656
1.259247,15,14508.374335
-24.247497,100,15043.767077
-5.442413,5,15071.439919
-1.155983,15,15145.730078
-23.486976,1,15154.305121
-8.917074,10,15205.174205
-14.750355,1,15210.245332
-7.22941,3,15224.703265
-13.886461,1,15233.283222
-6.185,8,15282.066397
42.83048,10,15328.997958
-1.020868,12,15386.043749
26.867368,6,15414.664855
0.19403,8,15460.384358
26.996173,45,15705.832796
-1.74563,8,15743.825918
-4.994228,1,15752.306532
2.168507,14,15822.517516
42.993926,15,15892.681794
44.263894,33,16071.675036
-6.941916,9,16114.215192
-6.44442,4,16133.357923
