#{"t_start": 1744064213.875842, "env_id": "None"}
r,l,t
-15.0,50,227.857225
-13.7,37,413.158772
-10.5,5,436.780857
19.2,8,466.947902
-10.8,8,504.614578
-10.5,5,525.06197
-11.3,13,582.303387
-10.3,3,599.973645
-13.2,32,759.488978
-10.1,1,764.580474
29.2,8,801.121855
-10.2,2,810.562965
-11.3,13,878.553162
29.2,8,915.467501
-11.4,14,980.16958
-10.8,8,1014.247684
-10.9,9,1061.962637
-17.2,72,1395.790374
-13.1,31,1535.976303
-10.8,8,1573.033062
-10.7,7,1606.085038
-10.7,7,1638.11347
-10.7,7,1678.755167
-14.4,44,1893.764051
-14.3,43,2085.278847
-10.7,7,2121.925828
-11.5,15,2203.804727
-10.9,9,2249.647593
-10.8,8,2286.351471
-11.2,12,2342.246023
-10.7,7,2378.885359
-10.2,2,2388.350553
-10.1,1,2396.928845
-10.2,2,2406.39593
-10.1,1,2414.982569
-11.5,15,2488.75321
-10.1,1,2493.838537
-10.9,9,2535.072117
-10.0,100,3018.151177
-11.6,16,3086.625057
19.1,9,3132.129784
-10.6,6,3161.620007
-10.6,6,3189.233626
-10.8,8,3216.503314
-10.4,4,3235.118068
-11.2,12,3291.415533
-11.1,11,3346.111276
-10.7,7,3379.303766
-11.2,12,3431.002278
-11.2,12,3486.658658
-10.3,3,3500.775073
-10.6,6,3528.382728
-10.9,9,3565.917045
-10.8,8,3602.540416
-10.0,100,4069.848476
-10.3,3,4084.391847
-10.6,6,4112.842228
-10.7,7,4144.816979
-10.1,1,4149.883974
-10.8,8,4183.550047
-10.1,1,4188.647252
-10.4,4,4207.172952
19.1,9,4245.257018
-18.5,85,4627.161721
-10.7,7,4663.362456
-10.0,100,5114.778192
-10.9,9,5172.949935
-12.1,21,5262.672764
-10.3,3,5276.650143
-13.5,35,5437.779431
-10.1,1,5446.367656
-10.2,2,5455.829324
-10.2,2,5465.301504
-10.1,1,5473.893506
-10.8,8,5510.59075
-10.5,5,5537.822573
-10.5,5,5561.067272
-10.7,7,5598.288697
19.2,8,5631.951164
28.9,11,5682.132359
-10.7,7,5710.790861
-10.3,3,5724.769639
-10.1,1,5733.50937
-10.8,8,5770.710696
-14.1,41,5968.284304
28.6,14,6035.219374
-11.3,13,6095.456429
-10.1,1,6104.042066
-18.6,86,6516.321907
-12.4,24,6624.191844
26.6,34,6781.542846
-10.4,4,6796.583066
-11.1,11,6847.160681
-10.1,1,6855.704849
-11.2,12,6919.060863
14.7,53,7171.709985
-10.6,6,7199.877145
-13.3,33,7358.210555
17.9,21,7453.951387
-10.4,4,7472.39365
-10.1,1,7480.975677
-10.2,2,7490.463005
-10.1,1,7499.025954
-11.2,12,7557.680669
-13.9,39,7743.671848
-10.4,4,7758.717244
-10.2,2,7768.204883
-11.1,11,7822.750569
-10.7,7,7855.41145
-10.1,1,7860.499243
-10.5,5,7887.547708
-12.3,23,7993.08354
-10.8,8,8033.645343
-10.5,5,8056.618237
-10.8,8,8093.07006
-10.7,7,8129.243883
-10.9,9,8170.870004
-14.9,49,8407.019777
-10.7,7,8440.182781
-10.8,8,8476.870496
-10.1,1,8485.458705
19.0,10,8531.217932
-10.5,5,8551.293058
-13.9,39,8738.445449
-10.1,1,8747.043732
-10.2,2,8760.568594
-11.0,10,8802.819153
-10.1,1,8807.878872
-10.4,4,8822.944632
-16.3,63,9116.060873
21.1,89,9540.555917
-10.4,4,9559.048479
-10.6,6,9583.076627
-10.3,3,9597.181848
-10.1,1,9602.27423
-10.1,1,9610.863456
-10.2,2,9620.330492
-12.6,26,9746.753495
-14.9,49,9968.690869
-13.5,35,10135.47841
-10.9,9,10176.658909
-10.4,4,10195.753551
-10.2,2,10205.176974
29.1,9,10248.362008
-10.7,7,10271.024729
-10.1,1,10276.096452
-10.6,6,10304.249975
-10.4,4,10323.776952
-12.7,27,10458.87625
-11.3,13,10516.472787
-11.9,19,10606.847966
-10.1,1,10615.395796
-10.0,100,11070.075527
-10.8,8,11106.6738
-10.1,1,11115.364096
-10.6,6,11143.362503
18.0,20,11237.793932
-10.0,100,11698.402445
-11.1,11,11748.714596
-10.9,9,11790.391928
19.0,10,11836.067061
-10.9,9,11878.253412
-10.1,1,11886.814335
-11.4,14,11951.66632
-10.8,8,11995.263546
-10.6,6,12016.328351
-10.6,6,12044.299681
-10.4,4,12062.732534
-11.1,11,12117.280283
-10.5,5,12140.352835
-14.8,48,12359.438045
-10.6,6,12386.995654
18.3,17,12473.178582
19.2,8,12509.873711
-10.8,8,12554.922054
-10.4,4,12573.980373
-10.8,8,12611.649271
-15.5,55,12865.516956
18.9,11,12916.735435
18.9,11,12968.061508
-10.4,4,12986.616513
-10.8,8,13023.76911
-10.2,2,13037.19236
-11.8,18,13128.764179
-10.8,8,13165.833593
-10.1,1,13174.39416
-10.8,8,13211.465432
-12.1,21,13319.484787
-10.8,8,13354.709029
-10.1,1,13366.752591
-10.3,3,13380.733912
-12.1,21,13482.799736
-13.8,38,13663.617483
29.2,8,13700.113099
19.3,7,13732.174065
28.0,20,13831.779522
-11.1,11,13886.074286
28.5,15,13958.921721
-10.3,3,13973.381555
-10.2,2,13982.840213
-10.8,8,14023.885777
-10.6,6,14051.893939
-10.1,1,14060.477232
18.1,19,14151.477778
-10.9,9,14193.339899
-10.0,100,14688.158707
-18.2,82,15332.158207
-12.0,20,15542.054943
-10.1,1,15568.010046
-10.7,7,15643.527416
-10.5,5,15702.810553
-10.1,1,15721.267585
-10.4,4,15756.079406
-10.5,5,15810.191132
18.9,11,15945.527855
