#{"t_start": 1744064213.0918238, "env_id": "None"}
r,l,t
-12.3,23,102.226418
-10.1,1,110.791456
-10.0,100,573.573594
-11.0,10,620.220003
-10.1,1,628.803107
-11.4,14,697.110945
-10.8,8,737.750112
-10.2,2,750.723824
-11.4,14,816.336248
-10.1,1,824.911428
-10.6,6,852.322615
-10.3,3,866.320043
-10.9,9,911.298605
-10.9,9,953.294848
-11.7,17,1029.576591
-10.5,5,1057.768596
-11.1,11,1113.253483
-10.2,2,1122.885449
-10.6,6,1150.866268
-10.2,2,1160.354357
-10.1,1,1168.876524
-10.7,7,1194.015788
-10.1,1,1199.106466
-10.4,4,1221.322554
19.1,9,1262.957604
-10.2,2,1269.082471
-10.6,6,1296.598352
-18.2,82,1683.02887
-11.0,10,1729.794018
-10.5,5,1752.877234
-10.1,1,1761.437352
-11.2,12,1820.712675
21.7,83,2214.120904
-15.4,54,2484.553118
-11.2,12,2540.853171
-10.8,8,2577.668336
-10.5,5,2600.725064
29.0,10,2646.844218
-10.6,6,2674.908571
28.8,12,2733.930542
-11.2,12,2788.495547
-13.0,30,2929.092365
-10.7,7,2965.753768
-11.1,11,3024.99635
-10.1,1,3030.060568
-10.7,7,3062.799391
-10.3,3,3076.82075
-11.1,11,3127.86982
-10.2,2,3137.895218
-11.1,11,3189.978254
19.2,8,3217.280386
-11.0,10,3263.613685
-10.9,9,3306.185253
-11.9,19,3398.589214
-10.0,100,3851.813839
-10.8,8,3889.312117
-10.7,7,3919.018291
-10.1,1,3924.109095
-10.1,1,3929.204835
-10.1,1,3937.813987
-10.3,3,3951.821436
-10.0,100,4402.311052
-10.0,100,4855.014473
-10.4,4,4873.554242
-15.9,59,5156.73388
-17.5,75,5514.862984
-11.0,10,5561.845838
-10.4,4,5584.499794
-10.9,9,5626.668923
-14.4,44,5830.708621
-11.2,12,5886.238425
-10.5,5,5913.777834
-10.0,100,6395.812347
-10.2,2,6405.822261
-10.9,9,6444.369184
-10.4,4,6462.895903
-10.1,1,6471.498776
-11.0,10,6517.091577
-10.7,7,6545.794576
-10.5,5,6573.443593
12.9,71,6905.74287
11.7,83,7298.542019
-10.9,9,7344.313988
-10.4,4,7363.951329
-14.2,42,7568.078347
-10.8,8,7605.603683
-10.8,8,7642.19339
-10.4,4,7660.734598
-10.8,8,7701.745881
-18.9,89,8121.540001
-11.2,12,8181.194927
-10.1,1,8189.778557
-10.8,8,8227.373434
27.7,23,8326.630868
-11.7,17,8417.354527
-10.0,100,8892.625973
-18.0,80,9268.355396
-10.0,100,9739.032331
28.9,11,9783.184469
-10.6,6,9808.245006
-10.1,1,9813.299404
-10.6,6,9841.29041
-11.3,13,9901.821351
-11.3,13,9965.906144
-11.3,13,10026.65721
-10.6,6,10059.304124
29.1,9,10100.440264
28.3,17,10182.454197
-10.6,6,10210.960759
-10.2,2,10220.961346
19.1,9,10263.664805
-15.1,51,10501.768536
-10.4,4,10517.241939
-10.1,1,10525.812469
-11.9,19,10612.611548
-11.2,12,10663.688691
-10.1,1,10672.288596
-13.2,32,10820.074331
-10.6,6,10848.110407
-10.6,6,10872.246932
-10.6,6,10900.472061
-10.6,6,10931.527413
28.7,13,10991.200993
-10.7,7,11020.209485
-12.4,24,11134.59886
-10.5,5,11158.687411
-10.2,2,11168.284765
-11.3,13,11225.001113
-10.1,1,11233.577602
-10.2,2,11243.581278
-10.4,4,11262.560693
-11.1,11,11307.623286
-10.6,6,11338.720621
29.0,10,11381.632348
-10.9,9,11422.577493
-10.1,1,11431.161522
19.1,9,11476.719812
12.0,80,11841.841147
-10.6,6,11869.463889
18.6,14,11938.408379
-10.3,3,11956.003854
-10.0,100,12422.933071
28.9,11,12474.011673
-11.2,12,12529.570628
-10.1,1,12541.641758
25.2,48,12757.220819
-10.9,9,12802.596546
-10.6,6,12830.181761
29.1,9,12875.928178
-12.0,20,12968.869917
-12.1,21,13070.142729
-10.9,9,13115.849403
-10.8,8,13157.179286
16.7,33,13325.27541
-10.7,7,13355.494603
-10.6,6,13391.46557
-10.7,7,13424.047472
18.9,11,13475.102336
-11.0,10,13525.108765
19.1,9,13570.559965
-14.2,42,13773.100932
-10.0,100,14262.176983
-10.4,4,14280.721762
-10.6,6,14308.223799
-10.1,1,14316.813047
-10.5,5,14340.366534
29.0,10,14385.874603
-10.6,6,14414.02436
-11.2,12,14473.249552
19.1,9,14519.035695
-11.1,11,14580.280398
-16.6,66,14940.458759
-15.6,56,15503.779561
-10.3,3,15542.591595
-10.1,1,15568.320374
18.6,14,15733.428992
17.9,21,15988.15273
