#{"t_start": 1744827934.52946, "env_id": "None"}
r,l,t
0.646701,27,163.650861
-2.167636,19,252.676231
0.819631,9,305.024726
0.688491,7,343.538263
0.305842,1,349.402973
1.889326,100,857.510949
1.03991,9,900.50288
1.67892,100,1390.91741
0.399121,31,1540.847323
1.966896,44,1759.504928
1.693226,11,1814.037934
0.547652,2,1827.461445
-4.653289,28,1963.915316
0.871269,49,2215.771809
0.501089,2,2228.62794
0.074444,1,2237.365465
1.332324,16,2311.854325
0.668735,3,2326.476258
-0.015038,17,2413.332059
0.97117,10,2462.983502
-0.933729,9,2505.617053
0.055941,29,2650.877248
0.713178,9,2699.552163
1.940647,30,2851.863366
0.485623,2,2861.515078
-0.407804,1,2870.215297
1.331662,10,2928.092422
0.939451,12,2993.372172
1.994709,10,3044.312142
-0.704747,6,3080.780928
-3.837449,25,3209.819016
0.671296,12,3265.765284
1.587644,6,3294.514589
-0.25687,44,3522.180824
-4.514454,39,3724.791878
0.514042,16,3930.484193
0.687456,8,4021.060987
0.351564,1,4034.879597
1.403054,7,4108.088767
-0.590843,1,4129.192221
0.829625,5,4178.459525
0.176736,30,4512.434993
1.626055,14,4681.929439
-2.26885,16,4876.800526
2.644425,44,5324.774628
0.125952,26,5595.259666
-1.039019,36,5996.426094
0.26707,1,6015.905592
0.412868,11,6123.048976
0.222376,1,6138.169205
0.414875,8,6220.822414
-1.459373,10,6330.74186
1.296537,7,6398.044116
