#{"t_start": 1744942887.555618, "env_id": "None"}
r,l,t
14.508547,11,60.578449
6.406958,7,98.446397
8.334893,15,180.610396
0.492919,14,257.843069
4.005116,15,346.994354
77.908948,100,870.84042
5.795557,9,920.975234
-0.419442,1,926.088255
8.604296,12,980.88308
6.224132,9,1026.044756
4.544718,4,1048.543658
11.933109,11,1098.954259
7.548432,6,1130.514371
0.447844,1,1139.110032
61.38994,48,1379.42516
35.471106,30,1529.893984
67.344268,59,1853.979382
82.229007,76,2220.731364
7.764868,14,2293.88594
1.647561,1,2302.462172
7.724311,24,2426.594906
6.445815,6,2462.765323
13.53152,6,2495.153727
123.639226,100,2999.726702
-1.212862,4,3018.847073
-5.059867,10,3077.47531
5.425712,1,3089.425924
23.960332,22,3198.279558
0.605944,7,3234.881981
1.237962,3,3256.308415
-9.384409,12,3319.066623
-0.131306,1,3324.158947
-0.031976,1,3332.740756
18.382057,8,3369.451208
141.212373,100,3880.14786
-6.822246,7,3920.599773
-4.673874,1,3929.130138
142.316798,100,4443.218347
30.080496,21,4550.558857
1.457941,5,4575.078349
127.169583,100,5097.046311
0.573589,4,5119.491401
37.587794,28,5262.521055
110.371762,100,5794.069323
