#{"t_start": 1744827934.9439058, "env_id": "None"}
r,l,t
-0.059301,76,412.930024
0.00355,26,552.05587
1.087774,45,769.817606
0.234228,20,872.316022
0.378612,4,891.488115
-0.052859,11,950.554741
0.143942,1,959.079503
-15.115657,74,1315.417576
0.925575,6,1343.347016
-0.997502,1,1348.625051
0.196375,10,1399.964706
-1.130677,16,1474.441657
0.991724,10,1522.654142
-0.559435,69,1873.107683
0.552307,4,1891.911055
0.646471,14,1958.448332
-31.649307,18,2050.452725
0.284428,1,2058.975001
0.265701,10,2105.483029
0.893089,6,2136.760667
0.341797,1,2145.70744
0.954752,11,2201.167463
4.192956,81,2599.577994
1.756537,10,2655.522724
0.46743,2,2666.101605
-0.406454,4,2685.351733
0.099611,1,2694.073171
0.650153,3,2709.577747
0.342064,21,2812.531771
0.40526,2,2822.756773
2.343903,88,3288.907634
-1.913893,4,3308.477292
-1.05054,5,3336.208992
-0.566178,16,3417.592088
-2.682246,37,3617.644677
1.250682,11,3668.409108
-0.623219,10,3719.367699
1.647424,62,4431.839831
1.455932,9,4532.540392
1.313937,7,4625.816089
1.15567,10,4742.738003
-0.451231,1,4760.611939
0.182184,11,4886.149207
-2.437392,37,5249.6279
-0.055661,46,5754.455954
1.802164,9,5840.492571
1.042773,7,5922.903018
0.161007,1,5936.252017
-0.480369,1,5956.611922
1.684187,6,6025.510289
-1.038346,5,6076.93919
0.337389,10,6173.518446
-0.503378,1,6189.006897
0.026549,4,6236.104504
1.64985,9,6322.614965
0.155114,6,6384.630388
0.038043,26,6648.512289
0.289123,1,6668.412257
