#{"t_start": 1744868373.2007325, "env_id": "None"}
r,l,t
2.041263,16,79.026376
1.028397,12,138.7385
-3.348977,19,230.71774
-6.58974,21,347.939574
-0.830864,8,388.997696
-0.689322,7,421.989861
0.009985,1,430.55735
-0.353703,6,458.672946
-2.611551,52,708.791133
3.050099,61,1011.398513
-0.003259,3,1025.515292
-13.201846,92,1474.589216
0.188846,6,1502.246482
0.363622,1,1510.798237
-0.803693,6,1539.355913
-0.605837,1,1547.996974
1.628971,9,1591.77176
-0.028297,33,1760.973575
-3.306936,18,1844.097921
-35.393443,7,1884.588242
0.413547,1,1893.210408
-10.925061,45,2113.068397
0.940347,1,2121.602548
-3.043627,33,2288.991453
-18.954393,100,2781.485355
-2.079851,10,2828.504108
-3.423137,19,2929.586108
-1.058213,10,2981.790814
3.35526,13,3041.667606
-0.259986,88,3461.718934
-1.171781,12,3518.21311
-0.579764,1,3526.716206
237.174615,100,4018.631099
-11.556099,18,4107.350495
-2.400193,8,4148.566802
-0.150817,21,4257.850976
0.132857,1,4266.388674
-7.204103,77,4665.047217
-6.4819,42,4883.842802
-2.61718,17,4974.339087
-0.881762,7,5011.662688
0.864621,19,5102.652081
-0.484355,1,5111.183134
