#{"t_start": 1744942889.1680546, "env_id": "None"}
r,l,t
1.444922,7,39.433873
0.932992,3,53.941389
14.529276,12,119.368349
1.061961,3,137.340509
7.91029,11,196.983086
-27.051745,15,274.70785
-0.320973,1,283.286282
17.816514,16,377.169328
132.138888,100,900.815751
28.128768,20,1001.373001
-2.755308,6,1029.447325
97.940349,69,1374.422641
4.09955,6,1405.867527
30.991245,21,1510.405853
74.283844,48,1772.700739
0.750621,9,1829.208202
2.131829,13,1893.050717
125.162531,100,2392.223626
10.246777,8,2429.964759
0.311934,1,2438.54383
-3.228159,9,2488.565218
-0.02208,2,2498.567312
107.758493,100,3003.220809
-26.25774,12,3070.839633
1.121621,3,3092.839438
16.075185,14,3164.078078
5.171156,8,3205.121802
-61.724826,6,3233.221063
2.692935,1,3241.711801
136.589177,100,3764.895121
29.544924,24,3881.955087
76.431722,45,4111.88605
135.602924,100,4631.284666
75.372847,61,4945.786788
102.274034,75,5359.832407
3.073671,6,5387.817335
5.228968,8,5432.245788
