#{"t_start": 1744904136.7009487, "env_id": "None"}
r,l,t
11.164522,10,59.455768
4.927181,6,98.249134
1.500828,10,153.057489
0.852795,1,162.160544
11.225373,19,276.060381
-1.194801,9,325.952136
27.801038,27,481.929165
40.215796,43,725.727296
75.79039,85,1239.300012
2.25614,2,1253.296284
78.902085,100,1815.523824
3.053035,8,1863.786368
24.546499,33,2058.804849
21.574249,31,2232.368759
-4.741231,9,2279.863942
-0.296131,1,2291.986659
25.393785,32,2476.66571
0.594452,6,2516.925163
4.40062,6,2546.327008
0.152921,1,2554.857178
67.285403,100,3118.515114
55.775418,64,3489.243497
4.217385,3,3509.862952
2.88652,2,3520.237074
5.342254,11,3585.472965
0.539468,2,3596.228472
4.622462,1,3605.090447
28.43055,27,3759.803791
1.772186,6,3791.503238
2.186111,1,3801.239538
38.79836,71,4256.129765
4.703547,8,4304.814179
0.824113,1,4310.882618
78.320588,100,4956.147058
4.905918,16,5062.555998
5.187901,8,5112.537021
9.787913,11,5190.299842
62.683961,75,5699.232794
1.916713,4,5727.449855
2.143801,5,5758.315084
1.93238,9,5811.033914
