#{"t_start": 1744904141.1485631, "env_id": "None"}
r,l,t
51.29059,58,339.131616
0.476371,1,347.67327
8.333264,16,438.834005
16.678052,13,508.915649
5.197602,6,542.876243
1.923677,3,559.893046
1.739515,5,590.616145
14.03694,25,730.844914
1.385494,14,805.883616
21.931727,24,947.085541
6.903252,20,1060.640701
2.467407,1,1072.644885
4.96643,19,1206.351652
2.040337,8,1253.879572
5.771527,12,1327.686849
78.644851,100,1886.770808
0.480533,4,1912.001436
-0.055614,1,1920.58257
47.818673,100,2502.573716
26.253902,25,2642.88452
-0.61727,3,2657.352351
1.973502,4,2677.00862
18.527391,16,2760.371713
2.904175,16,2848.318559
-1.012687,1,2858.238788
3.545099,7,2895.73669
2.603325,3,2913.757982
80.769642,81,3392.948811
3.028205,6,3425.553402
-0.379047,1,3434.973726
4.247711,15,3515.798659
13.100441,17,3614.893057
1.391927,1,3623.70422
1.326224,1,3632.214588
9.693994,7,3669.930524
1.092277,5,3695.766773
1.157029,5,3724.574376
99.670535,100,4360.307728
12.373185,28,4530.671187
1.805481,1,4541.258674
3.039809,2,4556.187223
3.935293,4,4581.163904
-0.813549,1,4587.369059
3.676036,1,4597.726546
112.261934,100,5251.877709
6.712526,6,5290.3
-1.950849,2,5300.965801
5.960217,1,5310.912483
9.435183,9,5368.387419
1.269858,4,5399.909486
-35.692874,8,5455.064207
-0.930555,1,5465.044228
60.502822,83,6021.875574
7.641011,13,6106.418149
