#{"t_start": 1744942889.138583, "env_id": "None"}
r,l,t
0.462878,2,15.461869
9.114583,5,39.428072
-0.227421,3,53.964448
23.917405,10,106.441814
-4.06039,9,156.025789
5.71138,5,184.074315
-83.144429,100,714.689945
0.162947,11,774.522305
-1.901264,3,792.542227
-1.68064,3,806.589964
0.878081,1,815.119973
-5.573207,7,847.691869
2.82647,5,878.733966
69.233949,44,1100.854218
-1.7555,3,1114.83678
4.416708,18,1205.451538
108.568261,77,1604.520421
110.626949,100,2113.151964
108.353322,66,2452.694862
1.527301,4,2475.623582
4.194239,7,2513.182408
29.439512,20,2610.209666
26.933458,25,2728.430658
27.872618,13,2791.799964
6.90189,13,2859.063767
4.331608,9,2900.3475
-6.232192,1,2905.340852
1.006451,4,2924.469123
-1.971308,3,2941.994763
-0.343672,1,2950.543915
4.199417,5,2981.073858
0.749173,1,2989.654174
16.624398,8,3034.809916
25.003296,48,3298.821404
111.687724,100,3814.269769
-2.664857,4,3832.816388
19.413124,13,3899.989007
125.020288,100,4411.154356
12.44789,12,4474.765146
1.368797,11,4531.029887
106.261574,61,4842.84013
27.717097,18,4937.310325
28.878148,12,5005.047373
1.027227,2,5018.540475
-67.561384,12,5077.907199
2.707391,8,5122.861156
142.293183,100,5654.228675
