#{"t_start": 1744827933.728821, "env_id": "None"}
r,l,t
1.505544,10,63.560829
0.458788,4,86.249966
0.401477,1,96.284195
-0.489153,66,442.131904
-0.340092,20,544.786954
-0.825989,34,713.170219
0.446498,10,760.357718
1.248502,9,808.47276
0.958186,46,1045.834955
-0.021603,19,1136.638193
0.616149,5,1160.226496
-0.362635,9,1202.181339
1.425809,5,1225.62314
-2.017195,31,1373.522369
2.600893,29,1513.50833
-0.260974,26,1646.283343
0.9149,9,1687.745692
-0.344518,1,1696.66562
1.306773,4,1715.323287
-0.817833,10,1768.808747
-4.829999,53,2028.941633
-2.007285,32,2193.698137
0.148884,4,2220.027931
-0.004752,7,2256.820663
-641.223546,100,2756.510659
2.30302,11,2808.133718
0.306782,7,2843.643031
1.337143,8,2889.640721
-0.153519,1,2898.281233
-1.775422,14,2980.18963
0.647355,8,3021.086343
1.353922,8,3059.142397
-0.236151,2,3073.115878
1.026638,14,3145.415473
0.370361,2,3155.644487
-0.413357,1,3164.473287
0.486677,4,3183.100044
0.778853,7,3220.161283
1.174594,27,3355.071998
0.564368,4,3374.30359
0.664954,4,3393.541181
0.622288,3,3408.672837
-1.361478,27,3550.912018
-0.342495,1,3559.748899
0.049064,5,3591.104065
-0.103292,23,3697.747418
0.169622,12,3812.721403
-8.724586,8,3910.510933
1.136138,17,4108.970953
-3.392568,9,4220.890381
-3.315252,33,4586.554139
0.470316,2,4613.815294
-0.537702,1,4633.844574
0.16697,15,4793.874267
-0.30294,4,4848.063691
-0.746467,81,5691.458003
0.628504,15,5854.995389
1.681242,13,6009.12503
-2.126837,28,6305.905695
2.272088,8,6385.717366
0.199586,8,6469.971264
0.336781,1,6487.790477
1.821446,12,6600.281256
-1.29068,14,6750.502221
