#{"t_start": 1743886690.191995, "env_id": "None"}
r,l,t
-4.147445,12,65.600974
-5.89719,11,136.044932
30.381914,26,276.066761
-7.488378,6,304.281461
-15.794212,1,312.868262
-1.108153,33,495.97809
-24.687881,1,504.517776
0.782753,19,620.729673
11.476211,10,675.537053
-12.186381,11,728.94838
-6.109932,7,761.689044
40.533296,2,771.145048
-1.872302,7,816.375997
31.357405,11,869.394511
26.462763,14,939.290144
-5.90903,6,967.395031
1.886499,9,1014.380018
-22.637181,1,1026.481928
27.64316,61,1359.893445
-6.420323,6,1395.862601
5.573842,14,1464.566509
-16.854058,100,1993.36499
1.595456,17,2085.734867
0.225811,28,2233.965848
38.775819,21,2344.834927
-4.890646,7,2385.98499
2.841702,10,2436.645587
-17.059727,1,2445.224404
39.154764,33,2620.658503
-3.221814,8,2663.45992
-13.308494,22,2790.840737
-4.270918,7,2832.051852
41.995564,46,3076.245506
-0.624965,9,3118.785968
-9.448031,2,3135.78668
-2.878579,4,3154.864884
2.773049,8,3199.548074
-1.146576,17,3282.890495
-10.210531,4,3302.03523
-10.719267,1,3310.595154
27.17257,13,3384.059857
5.417108,16,3463.278479
28.056198,8,3500.407233
40.099085,26,3649.478173
2.668523,8,3691.198839
-5.416177,7,3731.768682
-6.837485,1,3740.235034
-3.725501,26,3873.975377
-3.957258,9,3916.021884
-9.791825,1,3924.601223
1.779307,7,3957.235664
-4.987144,7,4002.299934
-4.475042,56,4291.246763
-22.7209,1,4299.821691
-4.742756,7,4340.990405
38.146377,17,4427.535987
1.620443,8,4469.296619
-3.786703,24,4595.174999
-9.234201,1,4600.268983
11.565852,17,4698.913565
-4.523272,9,4742.585391
-4.540624,10,4805.558534
3.627737,1,4814.157744
-2.598466,53,5079.265167
-6.287996,48,5328.041329
-3.288323,22,5439.184364
1.851065,9,5493.727708
-1.679316,10,5548.508621
-4.015226,27,5678.080657
-2.858554,4,5705.077538
-3.0744,9,5762.786372
-3.063995,9,5808.823431
30.961858,17,5887.715429
0.365169,7,5920.692198
-7.426352,9,5978.016847
1.630052,8,6027.664708
-0.49828,1,6036.24458
38.345492,42,6268.021223
-5.211812,17,6356.424591
-4.354853,49,6618.253271
-4.846587,6,6651.31637
0.915634,15,6738.060814
-6.67409,39,6934.663534
-1.223633,23,7053.293491
-28.097312,1,7061.920869
0.320175,17,7153.239428
-2.281674,1,7161.823596
-6.653612,17,7260.111652
-11.851123,3,7282.246326
-7.172895,3,7296.793545
1.968951,1,7301.897081
-8.451725,3,7316.989389
-27.95027,1,7329.07587
-0.542652,11,7412.038424
-1.222639,31,7580.042893
1.855301,16,7657.924103
-4.277556,70,8057.15929
-10.134574,1,8065.73879
-3.829457,37,8268.738948
-5.144712,17,8359.105763
-1.873017,7,8392.189327
-10.652776,5,8423.703184
-7.25981,3,8437.729707
-8.285331,34,8623.983056
-9.698693,2,8640.994807
2.819951,12,8705.640585
-6.345149,1,8710.720817
-9.693257,1,8715.799362
-28.031256,1,8724.398825
-0.909307,100,9279.068927
30.625031,49,9519.604919
-0.724511,11,9584.296882
-26.064172,1,9592.870393
-3.938296,15,9675.230434
-14.095418,1,9683.796476
39.246451,14,9749.03275
-0.336481,20,9857.909551
41.831237,16,9943.738913
-7.947263,4,9962.720539
-3.443113,6,9991.347716
-1.085232,11,10047.116168
-4.450042,2,10060.234825
-0.70948,20,10169.434711
-5.601042,5,10192.518632
-7.060605,1,10197.601704
-26.654018,1,10206.157212
1.870062,12,10261.611194
-3.457244,54,10553.658282
-2.51965,12,10617.444258
-14.835274,1,10626.0283
-7.763372,100,11175.658744
-10.068805,3,11193.144531
-6.288228,4,11216.144463
2.736259,8,11264.894988
28.499696,15,11340.184157
-4.370806,12,11403.856179
-4.830642,6,11437.00104
-0.590819,7,11470.071861
26.81534,29,11621.635116
-8.345432,7,11662.703779
2.407257,11,11721.798532
12.888064,100,12253.191319
37.574427,47,12514.955204
3.133915,35,12688.22803
-8.245694,2,12705.264464
8.428191,2,12714.724356
-27.690623,1,12723.319494
-5.235777,9,12774.321668
-6.380912,5,12804.872228
0.322209,21,12918.448866
-4.878348,6,12950.521092
42.077788,35,13130.895206
-9.670422,9,13179.607794
-1.045703,9,13229.757694
-9.578874,1,13234.852971
7.865085,9,13276.532311
-9.293821,3,13295.020286
29.268712,44,13506.514732
-4.273301,10,13554.215218
-3.874032,11,13606.200164
-0.507359,8,13647.777646
-13.620291,1,13656.376562
-4.278619,12,13724.185044
-8.094166,11,13778.503854
-19.083276,100,14312.923231
-12.200061,100,14850.701521
-36.421368,1,14859.281191
-23.300683,100,15389.92865
-24.16895,100,15909.724884
-19.314033,100,16434.478544
-16.31709,100,16994.538729
-6.788739,2,17004.552797
-6.377536,100,17546.340331
-8.342227,100,18077.292237
-7.835525,74,18482.411377
-5.576547,1,18487.495194
-15.27693,100,19024.758296
-6.507189,100,19552.094013
-10.852951,100,20086.9034
-22.004834,100,20653.129437
-20.460558,100,21199.534688
-20.683662,100,21756.349128
