#{"t_start": 1743886689.6969588, "env_id": "None"}
r,l,t
-4.994769,10,56.56107
-5.067184,9,114.076646
30.908533,19,212.270954
-6.751047,6,249.045563
2.007813,13,321.867701
-6.047398,37,531.656936
-9.469492,1,540.257921
-12.741127,100,1064.614257
-13.754061,24,1195.852767
-25.968398,1,1204.452738
-14.283666,100,1736.047568
-13.394671,100,2271.022464
-19.522363,1,2279.601776
-5.970516,100,2827.526757
-15.431386,100,3356.475802
-12.425002,6,3393.068746
-17.508081,100,3916.518297
-28.663824,1,3925.097882
-35.064843,33,4106.91142
-18.819337,100,4631.360011
-24.543522,1,4636.439704
-10.963246,1,4645.039462
-11.804493,100,5162.219578
-0.89149,1,5174.288678
-13.191661,100,5692.067357
-20.609897,100,6237.901578
-14.706724,1,6249.926358
-19.772278,1,6258.517609
-15.245371,100,6789.232298
-8.374677,100,7346.563211
-12.903288,1,7355.142265
-15.368921,1,7363.722179
-5.298575,4,7390.450745
-9.288707,1,7399.030617
-15.34401,100,7951.158913
-10.687204,1,7959.758842
-25.693777,92,8461.842352
2.376859,5,8492.528705
-9.15516,1,8501.147584
-15.259359,100,9059.462172
-15.229262,2,9072.971204
-24.47297,100,9593.279438
-12.123035,100,10112.325068
-7.386951,1,10120.903992
-6.493042,100,10662.620491
-14.959135,100,11211.684225
-10.047176,1,11216.748388
-19.596927,100,11752.931406
13.143382,9,11803.120843
-18.608724,1,11811.700697
-7.375307,100,12339.320056
-18.469604,100,12877.682315
-19.953182,100,13396.023639
-21.147847,100,13914.810655
-5.581171,3,13929.292367
-21.413544,100,14459.47462
-33.536171,3,14477.642184
-21.570036,100,15015.862583
-11.648658,100,15552.347026
-16.509423,100,16064.087608
-13.143439,100,16603.773303
-16.578028,3,16625.294971
-20.705165,100,17166.765499
-4.859413,3,17184.846876
-11.674633,100,17726.884201
-19.161314,100,18267.332671
-19.60826,1,18275.912787
-19.9635,100,18804.942473
14.282723,10,18855.549168
-10.101863,1,18860.63
-9.542471,2,18874.151239
-9.819047,100,19401.191304
-17.348866,1,19406.289435
-14.125092,1,19414.918237
-27.458279,3,19432.462082
-13.192799,100,19966.314204
-30.290455,56,20275.83923
-6.793349,100,20818.416984
-24.335253,100,21377.976698
-12.325251,100,21932.751702
