#{"t_start": 1743951802.0446134, "env_id": "None"}
r,l,t
-10.8,8,43.449793
-11.2,12,104.154375
15.0,50,369.468408
-10.6,6,401.156488
-12.5,25,546.483365
-10.1,1,555.040723
-10.8,8,604.257256
-10.4,4,627.466317
-10.6,6,663.477822
-10.1,1,672.052353
-11.0,10,722.944322
-10.1,1,731.523924
-10.5,5,762.540147
-10.4,4,785.564025
-10.7,7,822.746788
-16.7,67,1175.149434
-10.5,5,1199.212547
-11.8,18,1297.154342
-10.3,3,1314.82953
-10.3,3,1329.402371
28.7,13,1403.180633
18.3,17,1490.216796
-12.5,25,1633.423109
-10.9,9,1674.992765
-10.1,1,1683.571975
19.0,10,1734.724653
29.0,10,1788.510926
29.0,10,1843.665977
-10.6,6,1871.805465
-15.3,53,2138.535778
15.9,41,2376.55092
-10.6,6,2416.212791
17.0,30,2566.072383
-10.9,9,2616.228675
-10.1,1,2624.812226
-11.9,19,2727.345952
-11.6,16,2807.128794
19.2,8,2860.698774
-10.6,6,2896.960747
-10.6,6,2928.542307
-10.5,5,2956.906982
-16.8,68,3298.482345
29.1,9,3343.68138
-10.6,6,3372.750375
-10.6,6,3405.355849
-10.3,3,3423.316785
-10.0,100,3934.603393
15.1,49,4193.936862
17.9,21,4300.551624
-11.3,13,4365.814463
-11.3,13,4438.580519
-10.5,5,4466.679519
-10.1,1,4478.614949
-10.8,8,4519.779717
-10.2,2,4533.269077
-11.9,19,4631.51995
19.3,7,4664.054235
-11.0,10,4719.960798
29.0,10,4778.429389
-10.7,7,4812.085542
-10.2,2,4825.553219
-10.0,100,5356.195959
-10.6,6,5392.838623
-10.1,1,5397.918354
19.5,5,5426.430387
-10.7,7,5464.062475
-10.1,1,5472.661449
-10.8,8,5514.854767
-11.9,19,5622.135531
-12.4,24,5746.585588
-10.1,1,5751.665587
-10.1,1,5760.060704
-14.5,45,5993.604498
-10.8,8,6032.136473
-12.4,24,6176.901108
26.5,35,6365.47104
-11.0,10,6418.213346
-10.3,3,6433.187827
27.7,23,6551.213359
-10.6,6,6587.295913
28.4,16,6670.666695
-12.8,28,6828.423158
-19.3,93,7303.606724
-10.5,5,7327.629081
-11.2,12,7396.426347
-10.6,6,7424.129541
-10.0,100,7969.029695
-14.0,40,8192.004947
-10.1,1,8200.609447
-10.5,5,8223.665487
-10.1,1,8228.743849
-10.1,1,8237.343338
-12.8,28,8392.922723
-10.1,1,8401.502681
-10.4,4,8424.583209
-12.0,20,8531.578686
-11.1,11,8592.626571
-10.1,1,8601.206061
16.5,35,8802.168568
-10.0,100,9337.501988
-13.7,37,9534.963087
-10.8,8,9572.124097
-11.2,12,9636.304375
-10.5,5,9667.409422
-12.9,29,9830.726106
18.8,12,9898.526846
-10.8,8,9940.71286
-10.9,9,9986.360788
16.6,34,10166.969305
-10.6,6,10206.199756
-10.8,8,10243.716184
-10.9,9,10286.371409
-10.4,4,10305.373648
-10.6,6,10333.56005
-10.1,1,10345.555093
-10.7,7,10386.61734
-10.2,2,10396.136333
-10.1,1,10404.735544
-10.4,4,10423.651202
-11.8,18,10521.677495
-10.1,1,10530.276463
-10.6,6,10558.335257
-11.6,16,10656.086981
-10.1,1,10664.666569
-10.2,2,10674.686093
-12.0,20,10780.703395
-10.5,5,10807.809095
-10.7,7,10841.359176
-10.1,1,10849.936146
-10.5,5,10881.049838
-10.3,3,10894.997958
-10.1,1,10903.597161
-10.6,6,10931.199338
-10.5,5,10958.806558
19.4,6,10990.847633
-10.4,4,11010.475633
-10.8,8,11057.431352
28.9,11,11115.508945
-10.6,6,11146.999112
-11.1,11,11206.649366
-16.6,66,11542.803998
-10.6,6,11570.960714
-10.5,5,11602.066915
-13.1,31,11771.520624
-10.6,6,11803.522648
-15.3,53,12081.204461
-11.6,16,12160.294191
-19.2,92,12654.161453
-11.2,12,12715.393775
-17.7,77,13124.786891
16.3,37,13307.465322
-10.2,2,13317.3963
-10.6,6,13346.010012
-10.1,1,13354.603261
-10.8,8,13392.201751
-10.1,1,13400.800399
-10.5,5,13431.858891
-10.1,1,13440.432052
14.3,57,13729.77686
19.3,7,13766.305537
-10.6,6,13801.99488
-10.0,100,14317.625174
-12.5,25,14453.543526
29.0,10,14503.202018
-11.1,11,14555.931943
