#{"t_start": 1744868366.0626128, "env_id": "None"}
r,l,t
-2.264519,7,40.439826
-6.83078,13,104.838724
-0.635319,1,109.872582
-2.12109,7,145.852951
-5.73062,44,377.192078
-6.450262,11,429.143687
-3.141177,10,479.942578
-7.152786,17,565.516655
-4.735458,15,638.00467
0.508554,4,656.545565
-4.568935,53,912.4245
-6.491478,13,976.537898
-3.960561,60,1271.848484
0.009051,6,1304.142816
-9.206677,52,1560.151901
0.177883,3,1574.110735
-0.182891,1,1579.129963
-1.629123,6,1608.514363
-0.989704,6,1636.74097
-0.916487,6,1664.793324
-0.787885,12,1728.086914
0.377488,31,1886.684074
1.365282,37,2068.756843
-6.323116,32,2233.136125
1.559952,12,2292.637528
-0.080356,5,2319.461617
-1.942167,1,2327.95228
-6.611115,36,2505.552445
-0.1998,53,2756.966092
-5.79199,18,2850.128781
0.258012,1,2855.1639
-0.526636,1,2864.257444
2.78128,15,2941.742723
-0.684722,4,2964.358779
0.187101,4,2983.794188
-4.445186,14,3048.844184
-1.024787,34,3206.98577
-16.268916,63,3510.938081
4.968531,43,3727.684953
1.664422,8,3764.374044
-2.722746,11,3814.888484
0.698165,1,3823.532734
-5.224787,13,3886.694066
-6.477274,15,3957.777543
2.653548,11,4012.787499
-0.022664,4,4035.41762
0.611676,1,4044.266655
-10.76659,8,4081.497397
0.511118,4,4100.317155
-6.665923,13,4165.23404
1.883933,3,4186.728684
1.571487,21,4296.737069
0.930781,7,4330.385501
-17.770537,58,4628.051087
-1.087069,18,4722.648438
0.254213,3,4740.907438
0.434987,2,4750.389914
0.093747,4,4768.846084
0.242812,3,4782.868635
-0.359249,1,4794.919807
-0.09635,5,4822.800258
-0.998342,1,4831.426749
-10.617208,22,4936.428577
-0.726259,1,4948.473103
0.008035,13,5010.323446
