#{"t_start": 1744553760.2256672, "env_id": "None"}
r,l,t
-7.804684,3,17.782276
28.629686,61,328.797501
1.30642,12,386.453695
-13.281394,11,439.693958
-6.888347,8,477.662017
-6.698314,33,646.517149
31.918276,45,865.225803
-7.72018,2,875.518255
-17.35348,53,1160.473282
-6.760823,63,1487.162408
-0.145075,11,1544.054974
-8.220308,2,1553.950824
-3.01954,8,1593.033842
-7.879838,2,1604.322114
-6.446885,6,1633.705928
-10.040049,6,1662.211021
0.5757,8,1704.048666
-5.691361,9,1749.011803
41.477085,15,1823.113144
-5.22791,7,1861.545127
39.919063,30,2001.914812
-6.080641,6,2030.819993
-8.851079,2,2044.829478
-3.116175,20,2149.969595
-3.228228,1,2158.51377
-21.779165,1,2164.110692
-8.489185,6,2196.149986
32.042597,15,2273.390801
-7.339587,5,2301.056439
-14.347298,5,2324.510476
1.338561,8,2364.429896
-6.985446,4,2383.925026
35.638366,75,2770.77931
-7.753513,9,2821.351314
-7.791196,7,2859.740236
-2.426316,14,2939.888127
-5.622316,11,2992.568205
30.334988,36,3175.842761
-2.661878,10,3227.671481
-2.752788,47,3464.221998
-2.881721,7,3500.959464
-0.791355,16,3582.498307
-7.234194,3,3596.986569
41.750958,23,3713.476841
-9.751338,1,3722.687944
0.336026,7,3756.016012
-2.571528,28,3905.197505
40.559165,33,4066.763052
-1.671382,100,4576.370321
1.175039,15,4650.692328
-4.934284,6,4682.919468
-5.626138,5,4706.498761
-4.887202,8,4749.321198
-8.163308,3,4763.594941
0.468827,4,4782.900026
-4.657784,4,4802.782047
43.22243,23,4915.465131
-2.706103,28,5063.21066
-5.716854,7,5098.47168
-7.285371,100,5681.050479
27.912504,8,5732.108165
-5.543978,11,5813.616
1.617646,10,5884.841688
