#{"t_start": 1744812324.8831658, "env_id": "None"}
r,l,t
40.737787,18,94.097633
107.524968,48,322.895252
48.030741,20,423.350605
87.472413,36,600.990328
88.026416,39,793.330002
11.131036,4,815.90609
20.867548,8,853.481872
18.376387,7,885.523273
1.798619,1,894.100082
8.002944,3,912.168636
10.49373,4,931.058811
2.314523,1,939.602986
13.300728,6,971.178247
20.956354,9,1012.524617
5.262103,2,1022.056237
2.666502,1,1027.31169
1.91573,1,1032.414288
17.405931,7,1065.598076
23.526783,9,1107.749861
31.315471,13,1175.444154
26.296243,10,1221.518846
2.8289,1,1226.812756
2.962509,1,1238.686291
79.826353,34,1403.461166
109.037427,48,1649.780376
57.860236,26,1794.953671
110.766604,48,2033.524923
29.092685,14,2097.895324
15.701719,6,2125.536027
29.333093,13,2186.489452
-16.672588,2,2196.305569
1.229482,1,2201.645053
8.754771,3,2215.693843
33.952661,14,2284.658827
15.932512,6,2312.513261
1.782316,1,2321.382566
36.921786,16,2398.72789
9.676837,5,2429.32582
31.637845,13,2497.243754
20.694862,8,2538.910496
22.834192,9,2580.956198
10.578266,4,2600.002936
3.297395,3,2621.454834
33.946095,15,2690.876681
19.544479,8,2727.452795
2.361006,1,2732.513392
30.633119,14,2800.951364
45.8534,20,2892.835103
150.831727,67,3220.397337
19.150555,8,3260.168056
24.676888,10,3310.027438
2.296221,1,3319.238475
46.154738,20,3420.621074
9.276646,5,3444.188461
39.030548,17,3531.364912
16.176234,6,3559.604562
28.18981,13,3623.739099
13.101161,6,3652.697008
2.786991,1,3658.14355
3.128885,1,3663.242945
9.905021,4,3689.189096
29.817318,12,3748.299389
102.627229,44,3954.152962
37.025534,15,4025.975261
10.206902,4,4044.449545
39.913219,17,4142.241513
11.139194,4,4161.233242
16.550724,7,4194.417984
15.695554,6,4230.659489
15.551553,6,4258.347448
56.449513,23,4373.588484
188.427775,89,4807.259794
17.406558,8,4844.991416
