#{"t_start": 1743951802.5166254, "env_id": "None"}
r,l,t
19.0,10,52.957458
-10.2,2,62.49224
-10.4,4,81.091453
-10.1,1,89.671405
-10.7,7,126.279152
-10.4,4,148.864827
-11.1,11,208.525796
-11.6,16,291.656605
18.5,15,369.016922
-10.7,7,409.184164
-10.1,1,414.256936
-10.1,1,419.352537
-10.1,1,427.929161
-10.7,7,465.149457
-13.9,39,694.77491
-10.1,1,699.873595
-10.1,1,708.472934
-10.7,7,748.566716
-10.6,6,785.101131
-10.1,1,790.219398
-10.2,2,799.651708
-10.1,1,808.250002
-10.8,8,846.254077
-10.1,1,851.366055
29.2,8,896.013892
-17.9,79,1310.77142
-17.7,77,1729.220037
-12.0,20,1838.190479
-12.8,28,1977.098665
-10.4,4,1995.62202
-10.4,4,2014.599105
-11.0,10,2069.216679
-10.7,7,2101.395596
-10.3,3,2115.424228
-10.4,4,2134.565511
-11.4,14,2217.617845
-11.1,11,2280.985441
-10.1,1,2289.584823
-11.3,13,2362.487041
-10.1,1,2371.070572
29.0,10,2430.727088
-11.2,12,2487.938513
-10.1,1,2496.517927
-10.2,2,2506.49765
-13.4,34,2686.607219
-10.2,2,2699.726087
28.5,15,2778.538839
-10.8,8,2820.249921
-10.5,5,2855.23298
-10.1,1,2863.83241
-10.6,6,2896.491234
-19.1,91,3357.277677
-10.4,4,3377.270691
-10.3,3,3391.385915
-10.6,6,3427.852
-10.8,8,3477.255475
-11.8,18,3568.724779
-11.5,15,3642.200726
-10.4,4,3664.813633
19.4,6,3696.311349
-10.5,5,3719.486679
-10.1,1,3724.547101
-10.8,8,3762.135673
-10.1,1,3770.793397
-12.6,26,3893.525726
-10.6,6,3925.643456
-11.0,10,3988.259784
-10.7,7,4029.557957
-14.1,41,4234.688779
-10.7,7,4266.848518
-10.1,1,4271.947825
-12.0,20,4378.870038
-10.3,3,4393.421346
-10.7,7,4429.629213
-11.6,16,4527.80407
-12.8,28,4668.586027
-10.2,2,4681.702602
-10.1,1,4686.809256
-10.1,1,4695.401953
28.3,17,4787.538913
-10.9,9,4834.638117
-10.6,6,4866.223868
-10.9,9,4917.479721
-13.6,36,5101.284762
-10.9,9,5154.522234
-10.3,3,5168.522726
-10.8,8,5206.119421
28.7,13,5274.894255
-10.4,4,5297.476132
-10.4,4,5324.117245
29.1,9,5374.263981
-10.7,7,5415.960496
-10.3,3,5434.555232
-10.3,3,5449.106319
-10.2,2,5458.583008
-10.4,4,5486.741862
-16.1,61,5817.261743
-10.5,5,5841.331286
-10.2,2,5850.801159
16.8,32,6012.674311
-10.6,6,6041.243285
-10.1,1,6049.82434
-12.6,26,6200.100996
-10.8,8,6240.763736
-10.1,1,6245.858036
-10.1,1,6254.435008
-12.0,20,6365.016891
-10.4,4,6384.079016
-10.9,9,6432.713
-11.1,11,6483.102332
-10.3,3,6497.128106
13.0,70,6888.148109
19.4,6,6916.209248
14.7,53,7187.953197
16.4,36,7372.854334
-11.5,15,7447.218995
-10.1,1,7455.818859
-11.0,10,7514.418758
-10.5,5,7538.937582
-10.1,1,7551.007151
-10.4,4,7574.055823
27.6,24,7705.905989
-12.2,22,7823.283093
18.2,18,7910.7503
19.0,10,7965.055503
-10.8,8,8005.646434
-10.7,7,8039.153764
-10.2,2,8048.584033
-11.0,10,8107.166006
-10.2,2,8127.873433
-10.7,7,8172.540385
-10.5,5,8200.038928
-10.7,7,8233.284292
-10.1,1,8245.391967
-10.5,5,8272.973243
-11.0,10,8326.803856
-10.6,6,8359.780369
-10.1,1,8364.880121
-10.1,1,8373.45954
-10.8,8,8419.100409
-14.2,42,8650.889578
-10.1,1,8655.968798
-10.1,1,8661.048745
-10.1,1,8669.64859
-10.6,6,8701.784276
-10.1,1,8710.356868
-11.5,15,8796.687524
-10.2,2,8806.723654
-11.4,14,8880.089176
-10.1,1,8892.113257
-13.9,39,9103.892652
-15.4,54,9382.677507
-11.7,17,9474.665098
-10.2,2,9484.12575
-10.1,1,9492.725425
-11.1,11,9548.508192
-11.6,16,9630.823801
18.9,11,9691.138599
-11.1,11,9757.035699
-10.4,4,9776.030558
-10.6,6,9816.158624
16.3,37,10013.006244
-11.2,12,10077.26102
26.2,38,10276.307039
-10.6,6,10304.898416
-10.5,5,10328.084127
18.9,11,10395.664553
28.9,11,10460.273741
28.1,19,10561.350147
-11.9,19,10674.227312
-10.0,100,11214.684615
22.4,76,11601.599398
18.7,13,11677.094891
-10.4,4,11697.143188
-10.1,1,11702.242474
-10.1,1,11707.322658
-11.0,10,11757.474763
-10.1,1,11762.539131
-10.8,8,11808.047735
-10.8,8,11849.258676
-10.2,2,11862.764839
-11.9,19,11960.070345
-10.4,4,11979.618731
-13.4,34,12154.823721
-13.1,31,12306.616103
-10.4,4,12329.559731
28.3,17,12426.998024
18.3,17,12522.404828
-10.7,7,12554.98726
-10.2,2,12564.483726
-10.2,2,12577.569979
-10.7,7,12613.678993
-15.7,57,12932.293577
-15.5,55,13207.494596
-10.0,100,13720.798571
12.5,75,14116.439814
-10.2,2,14126.434036
27.4,26,14254.700935
-10.7,7,14291.18352
-11.0,10,14356.709575
-11.5,15,14434.510885
13.0,70,14774.408131
-11.1,11,14833.663335
-10.4,4,14852.181468
-10.1,1,14860.760986
-10.8,8,14903.459435
-10.4,4,14929.987278
-10.3,3,14948.578507
-13.4,34,15128.824099
-10.1,1,15137.40415
-10.8,8,15175.494254
-10.1,1,15184.089909
-12.8,28,15329.401356
-10.0,100,15834.613903
-11.3,13,15906.7876
-10.1,1,15915.299664
-10.2,2,15924.755328
-10.9,9,15970.979387
-12.6,26,16101.413462
-10.0,100,16618.671862
-10.5,5,16641.758542
-12.1,21,16753.202296
-10.8,8,16794.958054
-10.1,1,16803.555774
13.9,61,17109.967688
19.0,10,17164.023477
-10.4,4,17186.626919
-10.3,3,17200.577691
29.0,10,17251.551791
-10.9,9,17293.596688
11.6,84,17735.482848
-11.3,13,17808.60001
-10.4,4,17830.655307
-10.1,1,17835.735386
-10.1,1,17844.16636
18.9,11,17889.895538
-10.5,5,17917.902012
-10.5,5,17949.445374
-10.1,1,17958.044379
-10.5,5,17981.659547
-12.4,24,18105.309858
-10.8,8,18142.857782
-10.6,6,18171.432367
-11.2,12,18236.090434
-10.5,5,18263.657026
-10.1,1,18272.253198
-10.8,8,18318.908983
-13.6,36,18516.002652
-11.4,14,18584.667993
-14.1,41,18791.774573
-10.1,1,18803.768915
-10.9,9,18845.999131
-11.6,16,18930.186335
29.0,10,18986.092549
16.8,32,19142.090607
-11.2,12,19205.759477
-11.2,12,19269.440274
-11.5,15,19347.109772
-10.2,2,19356.584732
-10.4,4,19375.565317
-10.1,1,19380.664604
-10.1,1,19385.764231
-10.1,1,19397.666649
-11.2,12,19453.45582
-17.8,78,19849.157753
-10.5,5,19876.193451
28.7,13,19946.05666
-10.6,6,19974.527525
-10.1,1,19983.126556
-10.4,4,20002.114021
-10.1,1,20007.194155
-10.1,1,20015.813386
-10.8,8,20058.40905
-10.3,3,20072.392435
-11.0,10,20123.997368
-11.8,18,20211.402394
-11.4,14,20292.65693
-10.1,1,20301.235303
24.4,56,20586.546401
-11.0,10,20636.693239
-10.1,1,20641.772671
-17.3,73,21008.730024
-10.5,5,21040.406521
-11.3,13,21105.819286
-10.3,3,21119.823366
-10.1,1,21128.402204
-11.1,11,21188.145893
-10.1,1,21193.225271
-10.1,1,21201.80494
