#{"t_start": 1743951802.0653985, "env_id": "None"}
r,l,t
16.1,39,208.997604
-10.4,4,228.556719
-11.4,14,305.294026
-10.7,7,341.407479
-10.4,4,359.935222
-11.0,10,414.614336
-10.7,7,456.010062
-10.7,7,496.66384
-10.1,1,505.165986
-11.0,10,560.036381
-10.1,1,568.6078
-10.1,1,577.2074
-11.1,11,640.949002
-10.4,4,663.434689
-11.2,12,727.983666
23.4,66,1091.828856
-15.9,59,1406.760412
-10.9,9,1452.502215
-11.6,16,1538.905605
16.9,31,1702.649735
28.3,17,1793.482241
28.1,19,1890.868113
-10.4,4,1909.422889
28.9,11,1964.575905
-15.5,55,2262.445725
-11.2,12,2322.755302
-10.1,1,2331.316236
-10.7,7,2376.515146
-10.8,8,2426.167006
-10.1,1,2431.246511
-10.7,7,2464.872985
-10.0,100,3010.433743
-10.0,100,3524.366708
28.9,11,3578.720983
-16.7,67,3911.99814
-11.2,12,3980.222807
-12.1,21,4092.146147
-11.7,17,4175.754362
-10.1,1,4184.351304
-11.9,19,4280.926335
-10.1,1,4286.05738
-10.0,100,4825.535154
-10.7,7,4858.168295
-10.1,1,4866.669879
-10.1,1,4878.748621
27.3,27,5009.740703
19.0,10,5061.487157
17.0,30,5225.079107
-10.5,5,5252.114621
-12.1,21,5369.705721
-14.7,47,5635.628752
-12.3,23,5755.045966
18.9,11,5814.232534
-10.8,8,5856.262629
-10.8,8,5901.904682
-16.7,67,6263.374221
-10.9,9,6310.01939
-11.5,15,6389.5648
-12.2,22,6497.564723
-10.1,1,6506.161095
-14.8,48,6777.777909
-10.0,100,7289.444725
18.6,14,7359.809525
-10.4,4,7382.840318
-10.1,1,7387.913442
-10.1,1,7396.492483
-10.8,8,7433.599362
-11.1,11,7500.353512
-12.4,24,7633.206435
-11.9,19,7738.363862
-10.8,8,7779.101972
-12.5,25,7906.190051
-14.6,46,8167.984046
18.9,11,8223.660341
17.4,26,8373.811399
-10.4,4,8392.909772
-10.6,6,8429.551869
-12.0,20,8536.590917
-10.2,2,8546.030383
-10.2,2,8556.04571
-10.1,1,8564.537199
-12.7,27,8724.303586
-11.0,10,8775.059506
-10.8,8,8825.141455
-11.3,13,8897.515934
-10.1,1,8906.095321
-10.8,8,8947.660746
-10.5,5,8975.220467
-10.8,8,9017.432661
-10.7,7,9054.150464
-10.1,1,9062.742807
-10.2,2,9072.214325
-10.1,1,9080.787191
-13.6,36,9256.597623
-19.9,99,9798.563673
-10.3,3,9816.605211
-15.8,58,10125.177592
-10.9,9,10179.032071
16.8,32,10337.042918
-10.3,3,10359.03704
-11.4,14,10433.607716
-10.1,1,10445.709515
-10.2,2,10455.720631
-10.1,1,10460.799633
26.3,37,10669.651314
-10.7,7,10706.983433
-14.3,43,10939.685913
-17.4,74,11335.113301
-10.6,6,11371.933394
-10.3,3,11386.468008
-14.1,41,11583.984473
-10.7,7,11620.562966
-10.1,1,11632.58014
-11.1,11,11692.605801
-10.9,9,11735.305954
-10.1,1,11743.905519
-14.3,43,11970.528063
-10.0,100,12498.744614
-12.4,24,12619.161467
-13.0,30,12795.277268
-14.0,40,13001.847144
-10.6,6,13030.025699
-10.8,8,13074.614932
-12.1,21,13175.89853
-16.3,63,13511.584789
29.1,9,13553.265231
-10.6,6,13581.33575
-10.2,2,13590.784013
-10.8,8,13627.385587
-10.4,4,13649.424961
-11.0,10,13699.227828
19.1,9,13752.248636
-11.3,13,13820.976299
-10.5,5,13845.08564
-13.7,37,14035.65498
-10.6,6,14067.222668
-11.0,10,14121.898394
-10.3,3,14136.4399
-10.5,5,14160.420984
-11.9,19,14255.152703
-10.3,3,14269.130374
-11.1,11,14339.605174
-10.5,5,14366.609825
-10.1,1,14375.185005
-11.6,16,14453.486547
-15.3,53,14714.612736
-12.9,29,14857.624815
-11.0,10,14916.935019
-10.2,2,14926.956232
-10.7,7,14975.540071
-10.6,6,15004.527332
18.0,20,15106.609822
-11.3,13,15175.945526
-10.3,3,15194.06851
-11.8,18,15280.801905
-10.2,2,15290.22179
-10.1,1,15298.780633
-11.6,16,15387.964309
16.8,32,15548.143021
-11.6,16,15635.453435
-16.5,65,15966.437313
28.9,11,16019.518342
-13.1,31,16180.25619
-10.3,3,16198.852574
-10.1,1,16210.942996
-11.1,11,16271.772318
-10.4,4,16294.905113
29.2,8,16332.404137
-10.3,3,16351.138907
-12.9,29,16493.843281
-10.1,1,16498.943327
-14.8,48,16738.637204
-10.5,5,16763.210825
-10.2,2,16776.325008
-11.2,12,16841.003967
-10.0,100,17348.392015
-10.3,3,17362.947495
-10.1,1,17371.526568
-12.2,22,17482.500618
-10.2,2,17496.112918
-10.2,2,17509.245835
-10.2,2,17522.18579
-11.2,12,17586.477937
-10.1,1,17595.052901
-10.9,9,17641.135275
-11.4,14,17706.835634
-10.4,4,17726.389359
17.1,29,17876.258151
-11.0,10,17927.790956
-10.1,1,17936.318633
-10.1,1,17944.883145
-11.1,11,18004.236218
-11.0,10,18054.490073
-10.1,1,18059.526589
-10.1,1,18068.155315
-17.9,79,18488.896654
19.2,8,18530.439317
11.7,83,18959.444247
13.4,66,19296.884842
-11.7,17,19381.028486
-10.4,4,19407.656899
-10.0,100,19912.718129
-10.7,7,19951.480432
-10.5,5,19974.979338
-10.1,1,19980.078651
-10.5,5,20007.558393
-10.3,3,20025.857794
25.2,48,20274.603782
-10.2,2,20288.099849
-10.7,7,20325.670036
18.6,14,20403.016059
-13.8,38,20595.505945
27.8,22,20697.721247
-12.0,20,20793.740671
19.3,7,20826.872226
-10.9,9,20869.026482
-15.7,57,21183.61099
-10.5,5,21211.804266
-10.5,5,21236.401098
-10.7,7,21269.03058
-10.6,6,21304.898117
-10.8,8,21350.17304
28.7,13,21411.978283
-11.2,12,21476.946774
-10.1,1,21485.545668
-10.3,3,21499.674587
-10.4,4,21518.764189
-10.3,3,21533.07025
-10.8,8,21570.022259
-11.6,16,21659.55912
