#{"t_start": 1743886691.3189456, "env_id": "None"}
r,l,t
-5.485501,5,27.683815
-5.679215,10,85.472431
30.858904,12,154.420952
-11.53186,12,219.150844
-2.810464,51,503.298632
-0.183993,24,647.257455
-23.111142,1,655.81823
1.701342,8,694.100538
-3.403945,6,722.797363
-8.271621,3,737.359496
-6.141247,10,792.481554
-11.719706,6,825.004766
-26.769261,1,830.221141
30.609387,15,904.503997
26.843409,9,947.694561
-6.0108,6,976.281377
1.789257,9,1030.34211
-0.352178,34,1212.837372
-19.268923,12,1272.0199
-7.154634,4,1295.055571
-6.40823,7,1340.185347
-11.062956,3,1362.259136
41.427147,11,1417.792873
-5.57518,100,1938.45123
-9.19749,4,1957.555272
-24.697368,1,1966.154397
2.387265,17,2058.061739
0.648569,10,2117.305229
33.604238,79,2540.891637
-2.837261,4,2567.334332
-4.932428,6,2595.006425
-4.492121,9,2642.717069
4.577797,1,2647.805576
1.19524,1,2652.880694
-8.385485,2,2662.321615
-16.592528,1,2670.92059
2.743162,8,2712.976742
-2.319451,8,2758.170547
-3.297134,9,2808.829307
-22.035894,1,2817.415303
33.608461,32,2987.831107
-4.851807,26,3126.150721
-0.558908,14,3203.414098
28.627697,11,3258.733981
2.774798,8,3295.879055
30.436058,28,3447.679617
-2.540737,14,3513.746457
-3.731222,8,3558.876142
-4.367905,18,3662.410738
3.068368,100,4192.319026
1.740747,7,4229.38287
12.630604,33,4404.2822
-2.401052,8,4449.641748
1.068189,13,4518.555707
-4.636139,11,4575.152032
28.187921,16,4662.512745
1.216738,12,4726.462781
0.448059,22,4849.724019
-7.859694,2,4859.218868
-7.716097,4,4878.269431
-4.330942,8,4915.470967
38.746191,76,5305.858376
-8.425814,3,5323.383492
-7.095957,34,5510.186148
-0.97063,27,5644.236561
-10.661052,68,6016.982532
1.704151,11,6072.215484
-6.080221,9,6123.05292
2.101301,12,6190.757036
-2.882299,4,6212.867444
-2.775032,6,6244.830954
-27.771702,1,6256.805756
31.189415,19,6355.303561
-4.07776,8,6397.466641
-8.050088,4,6423.576375
1.761028,8,6465.519329
-0.158791,19,6566.036328
-5.886494,3,6580.036915
-5.758385,21,6696.37938
-5.215025,56,6983.779547
-2.422378,9,7033.551407
0.526546,12,7097.861735
2.200692,1,7106.441484
-1.868301,18,7213.251682
-2.361222,8,7253.97921
1.72882,12,7324.449607
41.451409,12,7415.960283
-6.475422,5,7439.014421
-5.468422,11,7495.056815
-8.505023,4,7514.496544
0.645078,3,7529.560619
-7.721471,2,7543.125991
-26.775556,1,7555.229287
-0.768339,28,7697.878261
-27.497092,1,7706.477657
2.852731,11,7770.654358
-27.142745,1,7779.249677
-9.883015,1,7787.829795
-4.781689,11,7846.076381
-8.682385,47,8111.707622
-1.819187,7,8148.471313
