#{"t_start": 1743886689.7184527, "env_id": "None"}
r,l,t
-2.9679,8,43.480815
2.328038,17,146.051775
30.775617,10,194.678744
-6.949771,6,230.311009
2.198109,13,299.766387
-20.948262,1,308.34602
-6.799115,13,386.211639
1.589101,11,441.149746
39.602926,17,545.268001
-11.394652,6,576.533448
-0.999985,6,616.139646
-0.978634,6,648.868606
-26.745673,1,657.406752
30.963153,9,701.15104
26.639878,8,738.979628
1.58953,12,807.244309
1.309795,13,869.886079
-25.921129,1,878.474444
39.117912,42,1088.693829
-8.857993,39,1305.14651
-7.462421,4,1328.2671
-8.536094,4,1351.785658
-27.228661,1,1363.864971
0.595058,22,1474.590889
-6.217843,6,1502.899087
-5.445313,21,1603.814248
-23.220042,1,1608.892741
0.377224,13,1685.199845
-26.007997,1,1693.798482
-2.851283,4,1713.433577
-4.653483,6,1745.588604
-4.450424,7,1782.168034
31.694664,42,2012.321723
-0.965057,11,2064.671696
-8.429858,2,2074.117771
-16.145722,1,2086.215856
3.110832,10,2138.084161
-5.479205,15,2216.310401
-27.283799,1,2224.889733
-10.064071,10,2275.981874
-0.476267,14,2350.297943
-1.619401,11,2413.584859
27.765168,9,2459.787658
40.815135,11,2523.037502
2.60303,8,2568.915598
-7.386339,9,2611.142026
-2.991078,21,2727.716726
-2.90081,7,2768.267455
2.342111,22,2892.555939
5.474661,20,2997.941666
1.304584,11,3053.526683
-7.979473,1,3062.185097
-0.681349,17,3150.345772
-5.460842,43,3379.521991
-5.586633,12,3439.729681
29.765632,14,3505.890522
1.832288,9,3555.46145
-27.451655,1,3564.082549
-8.542907,3,3589.596152
-5.422151,11,3644.934936
-4.953112,10,3700.132829
4.928728,22,3814.407268
-9.022821,7,3851.402028
-2.064239,14,3921.507025
0.526452,12,3989.168941
-21.045596,1,3997.761724
0.910983,18,4090.364039
-5.330175,15,4166.823497
1.330034,18,4260.000033
-13.738454,1,4268.59897
-3.976691,9,4318.766
-24.686444,1,4327.35838
31.009775,13,4391.90648
0.471834,7,4424.521416
-7.467168,13,4492.960583
1.659336,8,4539.167803
0.568207,1,4544.247044
-5.850454,3,4558.683008
-6.895583,33,4738.069366
-0.758313,38,4939.536731
-6.752176,7,4979.101308
-4.569252,10,5029.810418
-10.468192,5,5056.570249
-1.760315,10,5106.404261
-6.121828,43,5328.6184
-7.959033,30,5484.697653
-0.804005,21,5596.055627
-5.034423,10,5642.265084
0.370771,7,5678.475275
-8.13955,2,5688.549865
-1.115414,1,5700.558723
-3.747925,6,5737.095235
-6.629073,10,5795.305144
-0.860316,10,5841.530353
-5.145905,60,6173.244668
2.141104,16,6263.507481
35.457093,69,6632.260965
-7.998054,3,6646.802658
-5.220855,5,6674.828536
-26.027141,1,6683.40735
-10.793855,3,6701.490379
-8.24943,2,6710.990339
-7.333866,3,6724.951686
-24.42889,1,6733.550969
0.426013,11,6784.206426
2.89588,13,6848.95052
-6.989975,1,6854.049081
-9.613456,1,6859.207736
-28.266761,1,6867.829159
39.046136,40,7076.864791
29.934952,34,7274.100827
-0.637228,10,7334.543233
-0.565264,7,7386.932359
3.759312,2,7403.998916
-4.377638,1,7409.09871
-2.28251,11,7464.616682
0.234931,18,7566.925222
33.877985,13,7634.85474
-7.767263,4,7653.389365
41.983678,43,7897.388895
38.736408,17,7997.462236
-5.65407,5,8021.032097
4.48558,1,8026.093678
-19.340533,48,8295.794077
-3.702113,7,8335.945702
-5.045056,16,8419.169935
-11.476059,12,8487.514121
-1.180673,33,8668.965958
-5.112881,10,8721.279625
-18.192829,3,8738.953275
26.967693,15,8821.158633
-7.42297,4,8843.362575
6.947303,15,8926.179036
-9.125887,1,8934.771032
29.546285,10,8993.008059
-3.217347,12,9064.450601
-4.681539,1,9069.553736
-12.764686,10,9128.242796
1.04873,5,9155.260702
-2.378793,9,9201.535358
0.810756,15,9279.547328
6.83535,28,9418.564626
23.146994,81,9844.891244
33.738597,20,9953.7252
-5.532029,4,9973.211741
-4.152043,63,10297.825039
0.624037,36,10481.889868
-7.226368,6,10518.516732
-3.018763,1,10523.616268
-25.841548,1,10535.654212
-4.832442,6,10572.170829
2.494436,15,10654.089901
-10.501183,16,10739.514484
-1.376871,12,10798.736019
-8.467749,2,10808.200823
-7.324385,2,10821.677512
-5.137574,14,10907.008574
-10.060813,1,10915.587956
-2.774657,18,11011.456022
-10.935175,4,11030.981397
-0.639559,9,11078.013124
-11.756932,1,11089.9477
-6.355046,24,11225.216676
0.167208,11,11284.446871
-0.497868,21,11390.759407
-6.37079,3,11409.303079
0.921303,22,11522.123577
-8.546827,23,11641.133246
-11.136998,23,11771.993176
-3.397117,52,12050.184425
-2.608275,32,12220.955151
-8.920284,6,12248.708626
0.455768,2,12262.114458
43.123758,10,12313.149954
0.396404,7,12357.359136
-7.057681,3,12371.343522
-5.456101,4,12390.303986
-0.577372,7,12424.496779
-8.534642,1,12433.058847
-7.903407,56,12737.269472
-6.944648,6,12769.810426
-7.810605,7,12813.840043
-4.880992,5,12836.943901
-2.884991,15,12915.424982
-7.448461,3,12932.932502
-0.165708,28,13080.168456
-3.22033,6,13108.268238
-2.535892,55,13387.49234
-6.093255,4,13410.547469
-1.844085,18,13497.528817
37.956143,16,13574.140334
3.037972,20,13675.489438
-20.142818,1,13684.081748
1.123502,23,13809.958876
-10.970283,9,13856.511474
-7.540271,8,13901.759734
-6.441811,8,13947.795917
-7.441457,7,13980.889972
1.14689,17,14072.523535
-11.701222,1,14081.103446
-2.332553,17,14171.408866
-5.854366,6,14199.974299
-1.934365,17,14286.749202
-0.731657,7,14322.927221
-27.75175,1,14334.915027
-7.144536,3,14349.4583
-0.401174,22,14464.552638
0.575594,7,14501.228298
-15.177644,3,14519.28774
-9.38719,1,14524.413661
-1.487159,4,14546.943433
1.450179,17,14637.673655
1.92726,11,14693.969953
-0.301929,10,14748.194983
-1.818873,6,14777.366593
-4.071158,7,14814.567654
-28.09111,1,14823.146498
2.659232,21,14945.66343
1.543484,14,15015.770716
-6.106076,15,15093.628059
-3.335653,9,15147.31956
-16.742406,7,15183.9759
39.627842,42,15400.53871
-3.930557,12,15472.760401
-5.05319,11,15526.077497
-19.326814,1,15534.677325
1.813436,14,15611.655251
-1.360681,100,16117.975038
29.764691,55,16403.75933
-6.131078,5,16431.457571
-6.602628,7,16468.236516
-4.140311,12,16543.990154
-14.974195,1,16552.583451
-11.093913,6,16581.593657
28.968495,7,16630.268676
-9.963893,7,16671.007695
-4.536647,30,16830.958588
-1.421808,6,16864.096144
-2.969765,7,16900.723647
-1.87115,16,16986.526176
1.016795,15,17061.34358
-20.255621,1,17069.942374
-7.118632,6,17098.507417
-6.500343,3,17116.994402
6.069667,7,17154.73756
-9.773625,1,17166.743561
-8.765173,13,17238.90878
-12.187712,14,17311.165076
-6.671877,4,17329.712268
-6.298699,8,17370.890681
-19.928043,1,17382.9824
-1.438064,10,17433.206703
-1.025024,9,17482.946644
-15.874649,1,17491.526163
-5.770339,5,17515.629085
1.721483,8,17561.362035
27.999881,14,17639.632488
28.995124,9,17685.675425
0.64587,51,17957.218351
-4.690262,4,17979.669461
-5.325399,7,18017.376052
-6.316484,4,18036.430609
0.680461,17,18124.3983
-2.028354,8,18171.480839
-5.723957,13,18249.259254
-9.693735,4,18275.79939
-3.411245,8,18318.119757
34.3439,54,18600.595013
43.246407,15,18674.403345
-2.553225,9,18725.682286
-2.93944,13,18796.432222
30.317712,54,19085.377452
0.342006,13,19157.847177
0.736643,14,19232.056359
-13.600312,9,19275.178651
-26.021368,1,19283.757315
-2.882702,4,19306.819243
-8.166907,2,19316.490578
-7.966283,5,19343.523916
-0.941233,5,19367.572954
39.900833,25,19501.333153
-0.457928,14,19575.602606
-7.71947,9,19620.825708
-7.471899,4,19639.942739
-27.139985,1,19648.549501
-7.120128,3,19662.562389
0.547199,10,19714.145538
-2.337731,17,19810.589395
-13.945965,36,19999.353732
26.712853,11,20060.210791
-6.209605,13,20129.66619
2.020966,19,20232.029076
-21.46679,1,20240.608906
2.832464,11,20308.737209
-8.734098,1,20314.12481
-26.205401,1,20322.942361
26.773994,6,20351.78218
-0.888628,11,20415.279101
-1.618064,15,20497.615916
-1.299315,1,20503.128434
-1.822224,10,20554.317009
-21.237959,1,20566.43582
-9.890868,4,20592.551751
-0.89436,9,20640.125342
-0.735765,40,20850.497418
-18.031769,1,20859.111239
-2.774806,100,21414.191233
-0.854875,51,21698.100709
-0.365986,4,21725.03443
-2.950795,12,21786.158501
-6.588464,3,21808.443286
-4.643716,11,21867.57285
-4.016865,20,21966.227824
