#{"t_start": 1743951802.0523655, "env_id": "None"}
r,l,t
-10.9,9,48.421517
-10.3,3,62.953038
-10.8,8,104.14734
29.0,10,158.871148
-11.2,12,223.555756
-10.3,3,238.114387
-10.9,9,283.668872
-10.0,100,855.229683
-10.5,5,882.390102
-10.6,6,910.959285
-10.1,1,919.535087
-22.5,25,1051.598672
-10.7,7,1088.311716
-10.1,1,1100.345216
-11.1,11,1151.508945
-10.6,6,1180.144487
-10.5,5,1204.195273
-10.6,6,1233.318436
-10.5,5,1265.497188
-10.9,9,1311.232733
-10.5,5,1339.359546
-10.1,1,1347.938595
-10.4,4,1367.037843
-11.5,15,1452.548763
-10.1,1,1457.585099
-11.2,12,1517.273866
-10.1,1,1522.365456
-11.0,10,1580.650107
24.2,58,1885.866677
-10.5,5,1909.424861
-12.4,24,2033.116696
22.8,72,2436.246914
-10.4,4,2455.353266
28.7,13,2521.393822
29.0,10,2571.071443
-15.6,56,2883.34224
-10.1,1,2891.942236
-10.9,9,2938.657888
16.1,39,3138.525748
19.4,6,3166.167712
-15.3,53,3441.8025
-10.4,4,3468.289504
-18.1,81,3870.853
-10.7,7,3903.530024
-10.1,1,3912.108741
-10.5,5,3939.620411
-16.9,69,4300.545567
-10.5,5,4327.575243
19.0,10,4379.334585
18.7,13,4448.586633
-10.9,9,4501.674458
-10.8,8,4547.694826
-11.0,10,4602.983818
-12.0,20,4705.400538
-10.7,7,4742.424719
-10.2,2,4752.449284
-10.6,6,4787.848611
-12.0,20,4898.371392
-10.2,2,4908.404969
-11.0,10,4958.960397
-11.2,12,5018.275183
-10.6,6,5046.862553
-10.2,2,5056.533978
-10.1,1,5061.600998
-10.1,1,5070.180768
-10.4,4,5092.211112
-13.8,38,5292.949277
-11.3,13,5369.720094
-10.7,7,5411.431823
-10.2,2,5421.43675
-10.1,1,5430.012888
-10.2,2,5440.026316
-12.9,29,5598.985849
-10.7,7,5640.628389
18.4,16,5719.456296
23.5,65,6060.289135
-10.6,6,6096.103737
-10.9,9,6146.305425
-10.2,2,6159.785834
-10.1,1,6168.385302
-11.7,17,6259.892641
-10.6,6,6295.048679
-10.4,4,6318.640364
-10.2,2,6328.261992
-11.4,14,6399.463865
-10.5,5,6428.19443
-14.8,48,6687.666191
-10.3,3,6705.717295
-10.8,8,6743.195001
-11.0,10,6801.772498
-11.1,11,6856.932293
-10.2,2,6874.036574
-10.0,100,7382.867796
-11.6,16,7473.279863
-11.5,15,7559.966676
-10.6,6,7588.580142
-10.3,3,7610.143517
-10.0,100,8142.896775
-10.6,6,8182.478196
-10.9,9,8228.676613
-10.6,6,8268.434353
-10.1,1,8277.031215
-11.6,16,8360.241142
-10.5,5,8387.927258
-11.1,11,8448.109249
-10.2,2,8457.578999
-11.0,10,8513.445065
-10.7,7,8551.047719
28.2,18,8656.441481
19.0,10,8715.816967
26.2,38,8929.626289
-11.0,10,8984.779878
-10.3,3,9003.372993
-11.4,14,9077.218482
-10.8,8,9118.351727
-11.2,12,9177.742103
-10.7,7,9210.355495
-10.1,1,9218.924578
-10.7,7,9251.604154
-10.1,1,9260.184178
-10.6,6,9296.282426
-11.2,12,9356.593056
-11.0,10,9410.659626
-10.1,1,9419.228761
-11.3,13,9484.679691
-10.1,1,9489.71476
-13.0,30,9652.845493
28.0,20,9762.511756
-10.4,4,9781.492307
-10.1,1,9790.065966
-11.8,18,9890.007847
-10.1,1,9898.607766
18.9,11,9954.793761
-12.0,20,10059.756336
19.5,5,10087.280998
-10.7,7,10125.181179
-10.6,6,10156.923369
-12.6,26,10291.360858
-10.9,9,10333.544355
-10.4,4,10364.035076
-10.4,4,10386.608951
-11.1,11,10450.734774
-11.3,13,10516.665973
-10.5,5,10544.243798
-10.6,6,10575.819115
-10.9,9,10633.4995
-10.1,1,10642.011101
-10.5,5,10669.681265
-10.1,1,10674.769047
-10.1,1,10683.367983
-10.4,4,10701.914425
-10.1,1,10710.493811
-11.4,14,10780.679408
-10.3,3,10794.770879
-10.5,5,10822.807356
-10.9,9,10876.000724
-14.2,42,11101.442674
-11.1,11,11156.994353
-10.4,4,11183.069912
-10.6,6,11211.655864
-10.1,1,11223.647271
19.0,10,11269.827074
-10.3,3,11284.358203
-10.1,1,11289.458395
-10.5,5,11317.144414
-13.9,39,11514.72078
-12.2,22,11629.094156
-10.1,1,11641.078912
-10.7,7,11677.538604
-10.1,1,11682.618936
-11.8,18,11779.999676
-10.3,3,11794.055756
-10.9,9,11836.647429
-10.8,8,11881.872158
29.1,9,11928.391266
-10.4,4,11951.027659
-10.7,7,11985.128058
-10.2,2,11998.297688
-11.3,13,12067.112477
-11.0,10,12114.347584
12.4,76,12517.858497
-10.3,3,12532.397706
-11.9,19,12632.736475
-10.6,6,12668.712891
-10.3,3,12683.274511
-11.6,16,12773.661913
-10.1,1,12782.260656
-10.0,100,13289.376126
-10.4,4,13312.400871
-19.0,90,13780.372433
-10.1,1,13788.961672
-15.6,56,14080.283967
-10.4,4,14098.801133
10.9,91,14570.018462
-11.1,11,14622.49618
-12.8,28,14760.209332
-10.1,1,14765.309487
-10.6,6,14793.408241
-10.4,4,14815.98002
-10.1,1,14824.579822
-10.9,9,14871.220695
-10.2,2,14884.361599
-11.7,17,14985.565714
29.0,10,15033.059479
-10.7,7,15069.523016
-14.4,44,15298.69986
-10.5,5,15326.358923
-14.4,44,15553.16835
-10.1,1,15561.768077
-16.7,67,15902.260554
-11.5,15,15981.492641
17.1,29,16129.001998
-11.5,15,16215.963746
-10.1,1,16224.542871
-10.4,4,16244.119389
-10.8,8,16289.91664
-13.3,33,16456.217433
-11.3,13,16521.533508
28.9,11,16573.073027
-12.2,22,16682.395973
-10.3,3,16700.516684
-10.1,1,16705.596718
-10.0,100,17218.523114
-10.7,7,17252.010293
-10.0,100,17776.570244
-10.5,5,17804.077218
-12.2,22,17913.378988
-10.8,8,17963.514956
-12.3,23,18082.239597
28.5,15,18152.84976
-10.8,8,18195.416078
-10.7,7,18228.025606
-10.6,6,18264.123269
-13.2,32,18451.806032
-13.4,34,18620.701232
-10.9,9,18663.354398
-10.2,2,18676.491905
-14.2,42,18893.006567
-10.5,5,18917.076653
-10.5,5,18945.794161
-10.1,1,18954.370128
-10.4,4,18977.022343
-10.8,8,19014.525567
-10.4,4,19033.025716
-11.2,12,19093.124387
-13.0,30,19250.871486
-10.8,8,19288.387618
19.1,9,19338.026019
-10.2,2,19347.464954
-10.6,6,19376.034372
-12.8,28,19521.041542
-10.0,100,20038.866345
-10.2,2,20048.86741
-11.4,14,20119.455226
11.6,84,20554.560305
-10.4,4,20573.530975
23.0,70,20926.7786
-11.4,14,20996.270317
-10.8,8,21045.880121
-10.4,4,21064.824999
-16.8,68,21421.651042
-10.3,3,21439.785173
-13.0,30,21596.075567
-10.8,8,21636.899538
