#{"t_start": 1744553760.3598723, "env_id": "None"}
r,l,t
31.089486,25,123.849697
-7.008155,11,181.295252
-0.981829,12,240.519623
-15.598731,1,252.66308
-6.789021,6,281.826934
-9.652877,1,291.048388
-6.595457,4,309.751098
-6.533378,4,328.687817
28.921111,61,626.557414
-3.898018,10,675.363574
-3.531947,14,740.752195
10.257264,9,790.649054
31.02087,9,832.305221
-1.707731,9,883.888515
-9.226882,7,918.260267
0.025692,10,971.270936
-8.534013,100,1500.018063
-5.79331,9,1543.915359
-6.203015,28,1685.044883
-1.321139,100,2191.014476
-9.591525,8,2232.652562
-0.044899,30,2383.785796
-7.850784,2,2394.65454
-1.669487,24,2520.706539
-3.089197,50,2779.130838
-8.097759,3,2793.481416
38.710013,34,2978.258245
-5.031497,4,2997.921508
37.183637,62,3314.379755
-6.17768,12,3377.324293
41.097391,17,3458.700924
-3.275034,7,3495.746654
36.66685,26,3629.113153
26.712314,11,3680.680746
1.781699,7,3719.09532
-8.163708,17,3810.823025
-6.319681,3,3825.944117
-6.518446,7,3858.786193
-1.677706,36,4042.872165
35.076274,98,4533.811711
-7.216657,3,4552.654559
42.69317,15,4628.330543
-1.018451,8,4673.082672
0.794573,11,4725.708405
-2.999623,7,4763.400206
-0.879045,12,4821.531132
1.605725,25,4944.773963
1.817252,9,4991.653268
-3.866697,9,5035.558094
-26.762625,1,5044.913329
-3.857625,18,5141.421645
-1.75706,7,5176.793796
-2.800244,49,5446.532877
-8.255153,2,5459.123125
0.461915,10,5517.757749
41.892545,17,5628.864419
-6.043406,7,5677.989945
-6.189306,3,5700.028502
-6.875678,5,5731.990585
-8.330422,7,5781.35556
-26.572494,1,5793.424094
-5.3395,11,5872.213853
-3.346712,9,6049.825512
