#{"t_start": 1744553760.2242432, "env_id": "None"}
r,l,t
-2.388607,12,57.629548
-3.993759,7,88.638997
-26.604241,1,97.334349
-3.269876,7,133.738202
-18.59354,1,143.084024
-1.881045,19,235.282085
-27.543322,1,244.228598
-4.668534,26,375.817486
-2.060966,11,426.251944
-0.164334,32,579.706039
-8.526136,1,585.542855
-26.582892,1,594.711112
-1.780623,6,626.69323
-4.570199,25,750.36025
29.386576,20,847.510663
0.580511,9,899.143611
-0.635808,10,951.603473
2.154969,18,1042.306296
0.227191,14,1118.247824
-8.119761,5,1147.431143
-8.391566,2,1157.08174
-26.876674,1,1168.993766
-3.227189,56,1450.348972
-4.805636,5,1477.718277
-12.572709,1,1483.744789
-7.506044,3,1505.334481
31.677574,13,1569.210509
-3.987885,8,1609.732574
30.884554,51,1867.274966
25.208104,44,2084.98901
-0.563678,8,2122.304724
-5.146931,56,2418.81825
1.879309,9,2465.635844
27.061907,44,2691.997542
-0.928117,30,2849.677825
1.642702,6,2879.002367
-5.78468,6,2912.882292
-27.474603,1,2922.056777
-8.491231,9,2967.996621
-8.128406,48,3210.004978
-11.221081,3,3224.29801
-4.514523,19,3325.35387
37.541191,73,3691.187521
-5.194756,11,3750.525995
-7.618697,21,3858.956608
0.524662,10,3914.954575
1.393198,12,3973.215762
-5.070673,19,4070.210307
3.664315,21,4176.93801
-11.094247,4,4196.614885
-26.905143,1,4205.59193
0.19241,12,4267.262078
-7.135646,3,4282.332979
-1.370536,34,4439.880914
-2.292129,11,4496.777984
-5.881378,4,4519.605132
-6.980157,42,4735.615623
-20.868994,34,4905.73628
1.773922,7,4939.40497
-12.003715,1,4948.450829
-7.196319,3,4962.562616
5.202679,7,4997.264372
37.944856,28,5146.87714
1.561228,22,5264.742716
-3.777958,46,5528.400763
-5.678214,8,5578.181597
-7.641207,16,5687.513619
-2.836174,6,5722.622227
-9.804936,2,5738.884308
-23.474864,1,5748.929335
