#{"t_start": 1743886689.8587015, "env_id": "None"}
r,l,t
-6.395252,4,24.154633
-8.742427,12,95.429458
31.647433,10,150.936104
-6.831823,8,189.588396
-10.719972,1,198.105304
-7.296671,94,724.220167
-0.409829,12,785.068826
1.170069,15,864.747481
39.591908,9,910.970106
-10.592461,3,925.556888
-5.47744,10,972.807359
-0.64147,7,1009.734752
-21.430136,1,1018.305022
3.066112,13,1083.579798
-13.819073,1,1088.646433
9.409574,16,1178.126924
-0.161024,15,1259.490617
-5.506692,13,1336.6383
27.348386,58,1631.346312
-7.391906,18,1732.376525
-8.816797,11,1795.075648
-11.016289,7,1831.352866
41.457411,15,1908.679566
-3.076315,51,2183.581236
-8.735486,3,2197.591499
-24.958334,1,2206.168726
2.131539,10,2257.838954
0.465479,8,2302.531426
-27.578214,1,2311.151
-2.899845,4,2330.070515
-4.899652,6,2360.143065
-5.240023,10,2418.449628
-4.157367,5,2445.464887
-6.966952,9,2495.294867
-8.36529,2,2504.783616
-15.768489,1,2513.343404
2.782009,8,2559.356036
35.579029,42,2786.072966
-3.163137,9,2837.386868
-21.979275,1,2845.966442
26.913368,13,2911.022632
-7.75176,12,2974.767173
26.824209,8,3020.314059
41.58193,17,3104.671342
2.737217,8,3150.191806
2.426787,100,3681.951008
-1.540201,24,3809.256287
-4.903161,6,3837.81432
-5.098512,9,3888.299216
41.058651,60,4203.280962
1.719048,7,4240.852522
12.835087,26,4378.076712
-26.50158,1,4386.755376
-5.165338,32,4553.551341
-8.019593,22,4677.107531
29.028144,11,4732.916415
1.41803,10,4788.810725
-27.721803,1,4800.884273
-7.868185,2,4810.90414
-6.933364,12,4870.201392
-5.873407,5,4893.712365
5.880121,100,5410.443252
-8.467804,3,5425.006603
-8.221732,9,5475.02568
-6.670178,100,6009.954083
-2.109486,32,6187.195527
-27.955109,1,6195.79525
-3.245543,7,6228.330009
-4.303668,9,6286.394594
-4.403213,11,6342.108001
-12.427726,1,6347.207624
-2.583005,10,6398.935613
30.925132,22,6518.264806
-1.240193,19,6615.105701
-23.885988,1,6627.099565
1.810564,8,6669.698816
-0.43115,10,6724.82464
28.603134,27,6858.9108
-8.458173,8,6903.442559
-0.271467,32,7071.713217
-4.126025,1,7076.802279
-16.9798,1,7081.934293
-7.868583,3,7099.331614
-1.260371,24,7241.368655
-9.627624,6,7270.456742
1.332075,17,7386.792081
41.088074,12,7454.483854
-6.693302,6,7486.531853
25.096554,3,7501.511189
-8.209918,2,7510.962238
-0.658145,6,7544.620152
-7.767521,2,7561.773585
-25.962541,1,7570.352397
-4.140556,41,7797.783516
-1.615182,8,7834.492881
0.789672,15,7923.891852
36.798082,46,8177.438851
-9.747832,1,8185.999718
-2.890059,12,8251.543111
-5.30203,29,8401.964796
-21.795045,1,8410.543572
-8.396152,5,8438.076818
-8.089814,1,8446.644495
-8.508254,16,8537.119547
-8.37488,3,8551.113737
-19.694774,1,8556.187157
-6.028424,4,8578.671888
-8.257756,2,8588.124611
2.617535,16,8678.376025
2.761831,20,8788.404228
-19.36275,1,8796.98374
-0.959274,13,8865.806803
-0.612058,9,8916.585782
12.807806,25,9064.31378
1.108539,29,9219.908611
39.648499,11,9275.90007
-0.207084,15,9349.128277
-17.477004,7,9390.217353
-8.257562,6,9418.393568
29.257394,59,9730.367424
-1.377122,25,9866.730247
-5.562724,5,9893.794135
7.002794,3,9911.804629
-5.783074,20,10005.775187
-7.277018,3,10023.810756
0.669138,12,10084.101497
2.295724,12,10144.233292
-25.631397,1,10152.772489
-3.797209,7,10192.88895
-17.30423,58,10486.737566
27.186458,8,10540.508094
-9.15489,4,10567.019919
-7.322724,12,10631.370731
-9.562742,8,10680.04711
-7.470676,29,10830.050794
-4.193577,7,10874.08907
-4.276818,1,10879.188998
-13.106215,7,10923.934735
27.921405,30,11081.313552
-10.042287,2,11098.292641
1.576078,10,11144.526687
-3.299375,8,11189.980772
29.042931,23,11321.421312
2.670777,33,11493.351719
-5.434657,4,11512.529188
-3.451884,7,11545.623035
-3.075807,16,11631.431111
-6.74495,31,11807.945445
-6.566517,4,11834.999509
28.015359,19,11926.491493
-4.736023,6,11954.579073
3.365986,19,12059.636498
-5.528477,19,12160.146227
-26.329566,1,12168.726589
-8.390603,2,12178.240396
-8.377431,1,12186.806565
-7.263963,26,12321.523066
41.612805,15,12399.693288
-4.402799,7,12437.936774
-3.973464,7,12486.665249
-0.901908,10,12533.831571
-20.787704,1,12538.915578
-5.968029,22,12650.581764
-4.089202,9,12700.566618
-2.545675,56,13010.270667
-6.367729,3,13024.789463
0.610343,21,13131.194149
-10.71763,49,13377.826098
-7.393382,4,13400.86324
-0.655539,30,13545.089323
-1.678519,16,13624.577585
-8.114984,6,13656.623763
2.813492,8,13702.021708
43.251407,16,13783.828562
0.333039,7,13824.35696
-7.125032,3,13838.405424
-6.035098,6,13874.950654
-0.641217,9,13924.114973
-9.673081,2,13937.651498
3.414609,21,14044.929456
-7.239161,13,14121.128817
-6.288906,9,14162.790102
-8.267786,3,14180.721654
18.638113,28,14326.285814
-7.485806,3,14344.3064
-2.238319,29,14496.096637
-5.356962,6,14532.716657
-0.330873,28,14675.18138
-6.545762,1,14680.261884
-16.044526,1,14688.841405
38.867837,16,14772.219049
1.908235,13,14846.084353
-7.486581,16,14933.443443
-25.125582,1,14945.523943
-8.431216,3,14960.013762
-8.010095,3,14974.452628
-3.045125,10,15025.164772
-6.89045,6,15057.268459
-25.53874,1,15065.867666
26.698316,8,15103.486777
38.370821,15,15188.825022
-5.415977,4,15211.87677
-3.564434,21,15315.454724
-0.710126,6,15344.63313
0.424923,19,15450.449793
-9.374922,11,15510.929476
-2.017257,41,15718.550732
-1.844493,2,15732.065428
-5.703749,100,16251.309185
-7.217583,3,16265.858953
-5.825098,3,16279.831524
39.978798,27,16418.169911
42.998316,10,16473.076067
0.297302,8,16521.722553
-1.897275,6,16561.945877
-4.496693,7,16600.105114
-28.332639,1,16612.10145
1.590334,27,16761.564709
-16.409754,60,17079.351385
-5.251514,8,17125.45657
-3.116015,7,17163.10634
-17.026653,10,17221.16208
32.47154,11,17275.999217
-2.906702,17,17365.756332
-26.949527,1,17374.335424
36.044134,54,17670.991226
1.872423,13,17740.789677
-27.408389,1,17749.384874
-6.241002,5,17776.428573
-17.715942,18,17873.17932
-5.6327,15,17947.076575
-4.057676,17,18036.270149
8.799395,12,18097.143696
-15.837004,1,18105.723761
28.86153,8,18151.339006
-7.636699,3,18166.354014
-7.394584,1,18174.930623
-1.681971,6,18207.587798
-5.282125,2,18217.586116
2.223517,2,18227.039585
-22.493541,1,18235.614332
1.996916,15,18326.489451
-11.317947,20,18419.630876
-6.17925,3,18441.611571
-3.501381,11,18497.383721
-8.561189,1,18505.954417
-7.302793,4,18529.650631
-6.781698,7,18563.284209
-12.176758,1,18568.367939
-6.00793,8,18609.996338
-3.083525,15,18683.741842
-11.111243,1,18692.321783
-1.236161,10,18745.08763
-14.456799,1,18753.673884
-4.880432,9,18801.274395
0.976622,12,18865.479956
0.777155,18,18961.934628
-27.568489,1,18970.53336
29.715195,43,19199.36889
-4.7557,4,19222.398028
-6.100655,4,19241.462559
27.034613,45,19482.546615
1.640825,8,19520.315998
-2.634393,9,19570.470668
-6.468816,7,19603.099082
-6.918331,5,19630.190128
-4.950719,10,19685.548144
-6.263457,3,19699.640804
43.142986,15,19778.891956
-5.631787,13,19851.685553
-1.408095,8,19889.344182
33.427597,23,20018.434387
-0.924185,19,20115.846281
-24.408267,1,20124.442122
-1.067068,8,20162.801784
-2.849704,6,20195.504241
-6.153985,1,20204.051115
-8.134056,2,20213.602643
-8.153359,4,20236.934727
-6.433178,1,20249.121491
1.158541,33,20437.326795
2.439938,9,20487.349736
-6.39814,13,20554.230091
-10.089104,22,20683.605597
41.994624,13,20746.874104
-7.243893,5,20774.520138
0.649693,8,20813.198683
26.567909,7,20855.442932
-1.674713,6,20895.738883
-2.568617,4,20926.373468
-4.488362,23,21048.570704
-0.648441,20,21151.416147
-0.350794,11,21214.620483
-0.478252,30,21374.357331
-7.30617,3,21392.299882
-11.29327,1,21400.854552
26.88632,6,21436.624847
-3.641164,13,21509.094952
-0.738848,9,21557.502782
43.847613,15,21645.161383
-1.960527,12,21707.6006
-4.176319,11,21771.82469
-8.598085,6,21804.829132
-23.852978,1,21816.908376
30.145332,50,22079.023244
