#{"t_start": 1743951802.0377648, "env_id": "None"}
r,l,t
-10.9,9,48.448823
-10.8,8,86.567812
-10.7,7,126.770795
-11.4,14,204.031011
-12.2,22,319.324923
-12.9,29,478.576289
-12.8,28,649.466804
14.7,53,938.641506
-12.0,20,1043.122246
-13.3,33,1213.776738
-10.7,7,1251.841712
-10.1,1,1260.440893
-14.4,44,1498.651282
-10.9,9,1548.44834
-10.6,6,1584.17313
-10.9,9,1629.841682
-19.8,98,2130.037389
-13.6,36,2336.351047
-10.1,1,2344.929713
-10.7,7,2390.132105
-10.1,1,2398.711684
-10.5,5,2426.212657
-17.7,77,2837.734893
-10.9,9,2888.371212
-10.1,1,2896.964339
19.8,2,2909.997288
-10.5,5,2933.551202
-11.3,13,3001.95364
-10.3,3,3023.509993
-10.3,3,3037.952074
-10.1,1,3046.510184
-10.7,7,3078.699253
-12.1,21,3179.21464
-13.7,37,3362.765777
18.4,16,3458.835616
-11.2,12,3515.912894
25.8,42,3730.040044
-10.3,3,3744.089614
26.6,34,3908.534793
18.9,11,3971.741461
-11.1,11,4039.591569
-10.8,8,4077.651639
10.6,94,4575.413429
-11.5,15,4650.079255
-11.1,11,4710.414752
16.8,32,4888.404213
-10.6,6,4917.967827
-11.8,18,5004.757268
-10.6,6,5037.349396
-11.8,18,5137.301833
-10.7,7,5173.989792
-11.5,15,5252.117756
-15.3,53,5546.030525
-11.1,11,5609.022575
-10.9,9,5659.277199
-10.5,5,5686.398983
-11.5,15,5768.583611
-11.9,19,5869.335019
-13.2,32,6027.161346
-11.3,13,6104.585754
-10.1,1,6109.680811
18.6,14,6191.001848
-12.0,20,6300.05327
19.1,9,6351.394698
-10.9,9,6394.514737
-10.1,1,6399.595338
-10.4,4,6423.196998
-11.3,13,6483.575128
-16.8,68,6856.946659
-10.7,7,6898.059239
-11.3,13,6962.857713
-10.7,7,6999.138318
-10.6,6,7026.817148
-12.5,25,7155.828151
-10.3,3,7174.343731
18.0,20,7271.881249
-11.0,10,7322.632963
-13.0,30,7490.861666
-11.0,10,7539.394175
-11.7,17,7638.26188
-10.1,1,7646.817936
-10.6,6,7678.79897
-10.1,1,7687.376091
-10.4,4,7706.377257
-10.4,4,7728.94258
-11.1,11,7787.599987
-10.8,8,7828.770231
-10.4,4,7847.313751
-12.2,22,7960.526452
-11.2,12,8020.664156
-14.8,48,8300.235501
-10.7,7,8336.796684
-10.4,4,8360.270399
-10.7,7,8397.938006
-10.1,1,8410.015532
-10.4,4,8429.5779
-10.7,7,8462.602116
-10.1,1,8471.197241
-10.7,7,8508.442538
-10.1,1,8517.042185
29.2,8,8556.067329
-11.3,13,8633.299709
-13.2,32,8820.171617
-11.3,13,8889.071652
-11.7,17,8984.802441
-10.1,1,8989.913244
-10.7,7,9027.472859
26.2,38,9223.947075
-11.2,12,9287.866376
-11.0,10,9342.519361
-15.6,56,9639.812706
-10.5,5,9667.419265
-10.6,6,9700.201928
-13.0,30,9863.40156
-10.7,7,9908.175084
-12.0,20,10009.989463
-10.4,4,10032.546971
-11.1,11,10092.310605
-10.1,1,10100.934397
-10.7,7,10138.32042
-10.5,5,10161.936553
-10.1,1,10170.57302
27.3,27,10305.376152
-15.1,51,10588.825868
-10.1,1,10597.403729
-10.7,7,10642.015644
-11.5,15,10728.590277
-10.6,6,10757.182843
-10.4,4,10775.739995
-14.2,42,11000.385139
-10.1,1,11005.484661
-11.7,17,11097.987059
28.9,11,11157.025987
18.5,15,11242.210822
-11.9,19,11343.862339
-10.4,4,11366.974673
-10.0,100,11885.413048
-10.7,7,11918.85665
-11.2,12,11980.096075
-10.1,1,11985.199238
19.1,9,12035.464921
-15.6,56,12315.586307
-10.3,3,12333.544845
-10.0,100,12882.965978
-11.0,10,12937.763125
-10.5,5,12960.793925
-10.1,1,12965.873332
-10.8,8,13006.884261
-10.0,100,13525.702004
-10.7,7,13558.306859
-15.0,50,13815.997116
-10.4,4,13835.560212
-12.0,20,13942.835044
-10.5,5,13966.922025
-15.6,56,14250.177851
-12.1,21,14371.623779
-10.0,100,14874.736613
-11.2,12,14943.949017
-10.6,6,14980.555902
29.2,8,15019.075023
-10.7,7,15055.02999
28.4,16,15142.896147
-10.7,7,15175.986495
-10.3,3,15194.095869
-10.2,2,15203.553969
-11.0,10,15249.327453
-16.8,68,15607.311925
-10.1,1,15612.365262
-10.1,1,15620.944621
-10.5,5,15645.017144
-10.1,1,15653.596794
-10.0,100,16160.12255
-10.4,4,16180.280033
-10.7,7,16229.564918
-15.2,52,16493.87671
-10.7,7,16531.007406
-10.0,100,17031.586776
-11.1,11,17090.826053
-10.1,1,17095.891044
-10.1,1,17100.991242
-10.2,2,17110.438634
-10.1,1,17119.017753
-10.8,8,17159.503961
-10.1,1,17168.091651
-11.1,11,17223.524543
-16.6,66,17571.964135
