#{"t_start": 1744827933.5811658, "env_id": "None"}
r,l,t
-0.924799,5,31.755741
-0.315761,1,41.28597
0.658911,7,79.928753
-1.197022,4,110.438728
1.091782,7,145.342957
0.868992,10,197.483139
-0.201934,15,268.417162
0.232499,1,277.565235
-0.020423,9,325.549486
-0.410036,1,334.901688
0.605183,18,423.867336
1.003426,7,461.095655
0.035581,1,470.084117
-0.265609,6,497.885808
1.455143,5,521.864031
0.613521,7,563.012468
-0.701435,1,572.1282
0.185861,9,613.317636
0.246311,3,627.551467
0.443385,2,637.574141
-3.82602,10,684.119786
0.724319,4,703.275121
0.332252,5,727.83932
0.912209,7,760.572106
0.296408,1,765.893835
-1.05063,5,790.156182
0.484418,6,822.825391
-0.214262,35,1005.504138
0.380553,82,1401.465616
-2.901178,12,1456.644762
0.321141,10,1503.988125
-0.285662,3,1518.867162
0.51565,6,1551.295012
0.10545,1,1560.179211
1.344758,32,1715.408691
2.057674,23,1836.941413
0.518044,22,1939.64145
0.352546,1,1945.371228
-0.472389,16,2024.061249
0.361936,1,2029.199934
0.092207,1,2037.757355
-6.118745,87,2478.312198
0.044751,11,2530.499617
0.33212,18,2615.138954
0.663505,13,2686.661687
0.568579,2,2700.559705
0.362403,2,2710.987286
0.236853,1,2716.277873
-1.2746,13,2779.842009
0.553373,3,2794.036563
-2.853202,8,2833.696709
-1.1e-05,13,2911.503284
-0.270422,5,2938.704709
0.425022,3,2954.220393
-2.34194,47,3202.300815
0.357466,26,3329.031164
0.95765,9,3379.772608
1.415127,5,3403.733207
-1.294798,16,3487.519261
-13.054868,8,3528.21305
-0.43408,1,3536.97392
-0.463303,6,3572.992089
-9.808081,74,4241.343717
1.566525,10,4346.216662
-1.712082,10,4463.594634
2.487815,9,4552.673858
0.518124,2,4580.261099
-0.480045,1,4603.644908
0.575057,9,4710.750264
1.525338,7,4782.76141
-0.452134,1,4800.135235
-0.860434,16,4971.466119
1.574816,28,5259.380672
1.066231,4,5295.74983
0.820542,5,5355.673162
3.940261,14,5497.087308
-0.60572,1,5516.225126
0.021742,8,5596.071667
0.822952,28,5904.893555
1.653897,28,6212.207687
